     0         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   PTL  1.0067e+00  9.9788e-01  9.9533e-01  1.0179e+00  1.0185e+00  1.0182e+00  1.0259e+00  1.0206e+00  1.0032e+00  1.0044e+00  1.0053e+00  1.0091e+00  1.0018e+00  1.0174e+00  1.0203e+00  9.9137e-01
   MAN  9.7193e-01  9.6899e-01  9.6323e-01  9.6376e-01  9.8087e-01  9.2748e-01  9.5859e-01  9.3350e-01  9.4845e-01  9.7685e-01  9.6326e-01  9.7459e-01  9.7225e-01  9.5803e-01  9.6304e-01  9.4786e-01
   CHM  9.5793e-01  9.6345e-01  9.5597e-01  9.5986e-01  9.7134e-01  9.2250e-01  9.6877e-01  9.1864e-01  9.3657e-01  9.8301e-01  9.5047e-01  9.6682e-01  9.3861e-01  9.7046e-01  9.6295e-01  8.8848e-01
   CEM  9.6565e-01  9.6329e-01  9.6061e-01  9.5916e-01  9.7580e-01  9.1674e-01  9.7856e-01  9.1859e-01  9.4307e-01  9.8600e-01  9.5264e-01  9.6789e-01  9.5337e-01  9.6018e-01  9.6099e-01  9.2361e-01
   STL  9.6251e-01  9.5903e-01  9.5969e-01  9.6008e-01  9.6481e-01  9.1527e-01  9.7961e-01  9.1444e-01  9.3810e-01  9.9140e-01  9.4010e-01  9.5973e-01  9.1759e-01  9.5846e-01  9.5541e-01  8.9302e-01
   NFM  9.5771e-01  9.6556e-01  9.5115e-01  9.5666e-01  9.6594e-01  9.1990e-01  9.6080e-01  9.1097e-01  9.3455e-01  1.0015e+00  9.4674e-01  9.6126e-01  9.4226e-01  9.5794e-01  9.6486e-01  8.9696e-01
   ELC  9.3186e-01  9.8434e-01  9.5916e-01  9.5798e-01  9.7876e-01  9.5195e-01  9.9273e-01  9.5315e-01  9.4874e-01  9.7226e-01  9.7328e-01  9.8748e-01  9.9366e-01  9.8766e-01  9.8611e-01  9.7456e-01
   WND  9.3286e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   SLR  9.3233e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   NUC  9.7116e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   HYD  9.7466e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   CFP  9.3978e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   BGA  9.1653e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   PGA  9.0820e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   POI  9.1059e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   TRN  9.3631e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   TRL  9.5849e-01  9.5523e-01  9.5770e-01  9.6810e-01  9.8278e-01  9.1073e-01  9.9100e-01  9.2490e-01  9.3335e-01  1.0152e+00  9.4779e-01  9.6139e-01  9.4654e-01  9.6532e-01  9.5080e-01  9.0946e-01
   TRA  9.4788e-01  9.6376e-01  9.5881e-01  9.7082e-01  9.8143e-01  9.1985e-01  1.0092e+00  9.2500e-01  9.3207e-01  1.0141e+00  9.4542e-01  9.5178e-01  9.3193e-01  9.6360e-01  9.4796e-01  9.0659e-01
   TRS  9.6465e-01  9.5520e-01  9.5770e-01  9.5783e-01  9.7838e-01  9.1825e-01  9.8800e-01  9.2481e-01  9.2162e-01  1.0132e+00  9.5109e-01  9.5952e-01  9.4687e-01  9.7261e-01  9.4971e-01  9.1554e-01
   OTS  9.7434e-01  9.6395e-01  9.6406e-01  9.5923e-01  9.8274e-01  9.1344e-01  9.5703e-01  9.2634e-01  9.2416e-01  9.7055e-01  9.5748e-01  9.8099e-01  9.8379e-01  9.5256e-01  9.6903e-01  9.0106e-01
   GOV  9.8213e-01  9.8532e-01  9.7288e-01  9.7889e-01  9.9209e-01  9.1421e-01  9.1105e-01  9.3082e-01  9.1498e-01  9.8223e-01  9.6297e-01  9.7620e-01  9.7922e-01  9.5127e-01  9.4099e-01  1.0049e+00
   INV  9.7145e-01  9.6723e-01  9.6453e-01  9.6042e-01  9.7997e-01  9.2391e-01  9.5758e-01  9.3271e-01  9.3382e-01  9.7109e-01  9.6029e-01  9.7615e-01  9.7575e-01  9.5703e-01  9.6462e-01  9.2438e-01
 AGF_I  9.8529e-01  9.8894e-01  9.9015e-01  9.8534e-01  9.9211e-01  9.8860e-01  9.8865e-01  9.7875e-01  9.8636e-01  9.9131e-01  9.8729e-01  9.8195e-01  9.8733e-01  9.8298e-01  9.7612e-01  9.8819e-01
 OIL_I  1.0185e+00  0.0000e+00  1.0163e+00  1.0341e+00  1.0266e+00  1.0264e+00  1.0284e+00  1.0256e+00  1.0268e+00  1.0276e+00  1.0141e+00  1.0145e+00  1.0035e+00  1.0208e+00  1.0272e+00  1.0022e+00
 GAS_I  1.0006e+00  9.7166e-01  9.7222e-01  9.9653e-01  1.0086e+00  1.0084e+00  1.0037e+00  0.0000e+00  0.0000e+00  9.9593e-01  9.9594e-01  1.0001e+00  9.9083e-01  9.9754e-01  9.9236e-01  9.9041e-01
 COL_I  1.0118e+00  1.0149e+00  1.0074e+00  1.0200e+00  1.0260e+00  1.0291e+00  1.0269e+00  1.0205e+00  1.0242e+00  1.0062e+00  1.0160e+00  1.0098e+00  1.0192e+00  1.0108e+00  1.0093e+00  1.0299e+00
 PTL_I  1.0031e+00  1.0021e+00  1.0048e+00  1.0146e+00  1.0125e+00  1.0123e+00  1.0154e+00  1.0129e+00  1.0143e+00  1.0062e+00  1.0029e+00  1.0047e+00  1.0008e+00  1.0060e+00  1.0104e+00  9.9515e-01
 MAN_I  9.5693e-01  9.6541e-01  9.6649e-01  9.6030e-01  9.4974e-01  9.5633e-01  9.5682e-01  9.6039e-01  9.5409e-01  9.6360e-01  9.6377e-01  9.6666e-01  9.6846e-01  9.6280e-01  9.6104e-01  9.6329e-01
 CHM_I  9.5658e-01  9.5727e-01  9.5774e-01  9.5746e-01  9.5318e-01  9.5102e-01  9.5535e-01  9.5537e-01  9.4977e-01  9.5483e-01  9.5671e-01  9.6220e-01  9.5414e-01  9.5800e-01  9.5795e-01  9.5003e-01
 CEM_I  9.5543e-01  9.5757e-01  9.6028e-01  9.5532e-01  9.4325e-01  9.5571e-01  9.5493e-01  9.5183e-01  9.4968e-01  9.5584e-01  9.5963e-01  9.6152e-01  9.5883e-01  9.5535e-01  9.5669e-01  9.5161e-01
 STL_I  9.4699e-01  9.5565e-01  9.5437e-01  9.5104e-01  9.2959e-01  9.3969e-01  9.4217e-01  9.4242e-01  9.4172e-01  9.4811e-01  9.5246e-01  9.4892e-01  9.3508e-01  9.3677e-01  9.4572e-01  9.2884e-01
 NFM_I  9.4734e-01  9.5499e-01  9.5348e-01  9.5210e-01  9.4308e-01  9.4337e-01  9.4843e-01  9.5557e-01  9.4959e-01  9.4756e-01  9.5584e-01  9.4812e-01  9.4690e-01  9.4823e-01  9.5754e-01  9.3691e-01
 ELC_I  9.6484e-01  0.0000e+00  9.4216e-01  9.7723e-01  0.0000e+00  9.7585e-01  9.7876e-01  9.7865e-01  9.7781e-01  9.7842e-01  9.7440e-01  9.8639e-01  9.9012e-01  9.7981e-01  9.8042e-01  9.8037e-01
 TRL_I  9.5279e-01  9.5427e-01  9.5346e-01  9.5284e-01  9.4433e-01  9.5727e-01  9.5481e-01  9.5441e-01  9.5464e-01  9.5351e-01  9.5466e-01  9.5559e-01  9.5536e-01  9.5490e-01  9.5460e-01  9.5838e-01
 TRA_I  9.5215e-01  9.5286e-01  9.4971e-01  9.5224e-01  9.4776e-01  9.5576e-01  9.5142e-01  9.5079e-01  9.5236e-01  9.5154e-01  9.5158e-01  9.5188e-01  9.5133e-01  9.5164e-01  9.5163e-01  9.5205e-01
 TRS_I  9.4799e-01  9.4999e-01  9.5328e-01  9.5260e-01  9.4961e-01  9.5838e-01  9.5551e-01  9.5500e-01  9.5542e-01  9.5580e-01  9.5644e-01  9.5690e-01  9.5502e-01  9.5633e-01  9.5480e-01  9.5554e-01
 OTS_I  9.6256e-01  9.6901e-01  9.6784e-01  9.6391e-01  9.5823e-01  9.5708e-01  9.6674e-01  9.7023e-01  9.6646e-01  9.6689e-01  9.6760e-01  9.7003e-01  9.7087e-01  9.6838e-01  9.6803e-01  9.7018e-01
 GOV_I  9.6531e-01  9.7562e-01  9.7557e-01  9.7240e-01  9.6843e-01  9.7258e-01  9.7155e-01  9.7008e-01  9.7198e-01  9.7168e-01  9.7117e-01  9.7040e-01  9.7079e-01  9.7344e-01  9.7238e-01  9.7008e-01

     6         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   LND  1.2291e+00  9.8735e-01  1.1579e+00  1.1927e+00  1.0563e+00  1.8275e+00  1.1528e+00  1.2298e+00  1.2132e+00  9.9086e-01  1.2639e+00  1.1351e+00  1.3315e+00  1.1691e+00  9.7118e-01  1.4712e+00
   LAB  1.0000e+00  1.0014e+00  9.8387e-01  9.9478e-01  1.0184e+00  9.0885e-01  8.3084e-01  9.2702e-01  8.9092e-01  9.8339e-01  9.6396e-01  9.6992e-01  9.7787e-01  9.3996e-01  9.0334e-01  1.1490e+00
   CAP  9.1853e-01  9.5093e-01  9.2277e-01  8.9900e-01  9.4281e-01  8.4880e-01  1.0110e+00  8.9451e-01  9.1736e-01  9.4196e-01  9.3817e-01  9.9615e-01  1.0178e+00  9.3681e-01  1.0101e+00  7.7890e-01
   NAT  1.2112e+00  1.3185e+00  1.1937e+00  1.3598e+00  1.1312e+00  1.7647e+00  1.2661e+00  1.5574e+00  1.4944e+00  1.2282e+00  1.2586e+00  1.1029e+00  1.1492e+00  1.3304e+00  1.1775e+00  1.5296e+00
   AGF  9.8747e-01  9.8006e-01  9.6922e-01  9.8321e-01  9.8792e-01  1.0501e+00  9.8978e-01  1.0114e+00  9.9137e-01  9.7035e-01  9.9965e-01  9.7799e-01  1.0018e+00  9.6515e-01  9.4535e-01  1.0301e+00
   OIL  1.0127e+00  1.0131e+00  1.0035e+00  1.0348e+00  1.0092e+00  1.0809e+00  1.0533e+00  1.0683e+00  1.0510e+00  1.0187e+00  1.0216e+00  1.0186e+00  1.0240e+00  1.0357e+00  1.0406e+00  1.0057e+00
   GAS  9.6577e-01  9.6972e-01  1.0021e+00  1.0075e+00  9.7485e-01  1.0078e+00  1.0263e+00  1.0704e+00  9.3210e-01  9.8565e-01  9.9687e-01  1.0056e+00  9.8141e-01  1.0023e+00  1.0406e+00  9.9052e-01
   COL  1.0124e+00  1.0850e+00  1.0120e+00  1.0354e+00  1.0175e+00  1.0791e+00  1.0500e+00  1.0562e+00  1.0400e+00  1.0187e+00  1.0222e+00  1.0011e+00  1.0111e+00  1.0339e+00  1.0058e+00  1.0636e+00
   PTL  1.0081e+00  9.9779e-01  9.9473e-01  1.0223e+00  1.0223e+00  1.0224e+00  1.0312e+00  1.0242e+00  1.0051e+00  1.0058e+00  1.0059e+00  1.0109e+00  1.0021e+00  1.0209e+00  1.0244e+00  9.9013e-01
   MAN  9.6643e-01  9.6318e-01  9.5637e-01  9.5680e-01  9.7707e-01  9.1459e-01  9.5060e-01  9.2224e-01  9.3868e-01  9.7264e-01  9.5630e-01  9.6954e-01  9.6615e-01  9.5006e-01  9.5641e-01  9.4007e-01
   CHM  9.4963e-01  9.5681e-01  9.4765e-01  9.5241e-01  9.6577e-01  9.0730e-01  9.6068e-01  9.0445e-01  9.2443e-01  9.7952e-01  9.4235e-01  9.6076e-01  9.3024e-01  9.6526e-01  9.5628e-01  8.7510e-01
   CEM  9.5889e-01  9.5612e-01  9.5338e-01  9.5174e-01  9.7109e-01  9.0141e-01  9.7068e-01  9.0338e-01  9.3229e-01  9.8319e-01  9.4461e-01  9.6200e-01  9.4601e-01  9.5258e-01  9.5423e-01  9.1402e-01
   STL  9.5510e-01  9.5070e-01  9.5223e-01  9.5272e-01  9.5808e-01  8.9923e-01  9.7118e-01  8.9846e-01  9.2441e-01  9.8907e-01  9.3196e-01  9.5270e-01  9.0761e-01  9.5117e-01  9.4835e-01  8.7790e-01
   NFM  9.4945e-01  9.6111e-01  9.4194e-01  9.4868e-01  9.5938e-01  9.0497e-01  9.5188e-01  8.9524e-01  9.2250e-01  1.0003e+00  9.3810e-01  9.5432e-01  9.3387e-01  9.5047e-01  9.5861e-01  8.8184e-01
   ELC  9.1835e-01  9.8149e-01  9.5155e-01  9.5110e-01  9.7436e-01  9.4399e-01  9.9188e-01  9.4249e-01  9.4170e-01  9.6806e-01  9.6689e-01  9.8453e-01  9.9015e-01  9.8520e-01  9.8303e-01  9.7008e-01
   WND  9.2105e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   SLR  9.2044e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   NUC  9.6562e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   HYD  9.6980e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   CFP  9.2715e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   BGA  9.0049e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   PGA  8.9013e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   POI  8.9113e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   TRN  9.2432e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   TRL  9.4998e-01  9.4472e-01  9.4982e-01  9.6222e-01  9.7946e-01  8.9477e-01  9.8334e-01  9.1204e-01  9.2285e-01  1.0172e+00  9.4051e-01  9.5475e-01  9.3896e-01  9.5876e-01  9.4412e-01  8.9678e-01
   TRA  9.3694e-01  9.5816e-01  9.5102e-01  9.6543e-01  9.7791e-01  9.0476e-01  1.0035e+00  9.1235e-01  9.2168e-01  1.0158e+00  9.3819e-01  9.4384e-01  9.2340e-01  9.5689e-01  9.4109e-01  8.9386e-01
   TRS  9.5766e-01  9.4471e-01  9.4976e-01  9.5026e-01  9.7424e-01  9.0254e-01  9.8079e-01  9.1213e-01  9.1101e-01  1.0148e+00  9.4361e-01  9.5253e-01  9.3929e-01  9.6788e-01  9.4297e-01  9.0253e-01
   OTS  9.6953e-01  9.5911e-01  9.5766e-01  9.5181e-01  9.7923e-01  8.9865e-01  9.4916e-01  9.1103e-01  9.1304e-01  9.6585e-01  9.4862e-01  9.7688e-01  9.7876e-01  9.4338e-01  9.6275e-01  8.8289e-01
   GOV  9.7873e-01  9.8844e-01  9.6847e-01  9.7461e-01  9.9060e-01  9.0127e-01  8.9642e-01  9.1964e-01  9.0427e-01  9.8048e-01  9.5665e-01  9.7168e-01  9.7300e-01  9.4263e-01  9.3148e-01  1.0081e+00
   INV  9.6599e-01  9.6089e-01  9.5805e-01  9.5303e-01  9.7595e-01  9.1063e-01  9.4957e-01  9.1982e-01  9.2346e-01  9.6618e-01  9.5232e-01  9.7124e-01  9.7004e-01  9.4872e-01  9.5782e-01  9.1058e-01
 AGF_I  9.8003e-01  9.8340e-01  9.8467e-01  9.8025e-01  9.8770e-01  9.8421e-01  9.8521e-01  9.7387e-01  9.8408e-01  9.8988e-01  9.8289e-01  9.7727e-01  9.8297e-01  9.7849e-01  9.7111e-01  9.8456e-01
 OIL_I  1.0221e+00  0.0000e+00  1.0196e+00  1.0411e+00  1.0320e+00  1.0316e+00  1.0342e+00  1.0308e+00  1.0322e+00  1.0330e+00  1.0170e+00  1.0174e+00  1.0046e+00  1.0251e+00  1.0327e+00  1.0031e+00
 GAS_I  1.0010e+00  9.6650e-01  9.6713e-01  9.9561e-01  1.0101e+00  1.0098e+00  1.0039e+00  0.0000e+00  0.0000e+00  9.9498e-01  9.9506e-01  9.9998e-01  9.8949e-01  9.9716e-01  9.9108e-01  9.8901e-01
 COL_I  1.0143e+00  1.0187e+00  1.0090e+00  1.0246e+00  1.0323e+00  1.0358e+00  1.0329e+00  1.0256e+00  1.0298e+00  1.0082e+00  1.0196e+00  1.0125e+00  1.0239e+00  1.0138e+00  1.0121e+00  1.0375e+00
 PTL_I  1.0037e+00  1.0026e+00  1.0058e+00  1.0177e+00  1.0152e+00  1.0150e+00  1.0187e+00  1.0155e+00  1.0172e+00  1.0075e+00  1.0035e+00  1.0057e+00  1.0010e+00  1.0073e+00  1.0126e+00  9.9453e-01
 MAN_I  9.4868e-01  9.5864e-01  9.5993e-01  9.5259e-01  9.4022e-01  9.4790e-01  9.4847e-01  9.5273e-01  9.4536e-01  9.5648e-01  9.5676e-01  9.6006e-01  9.6220e-01  9.5557e-01  9.5354e-01  9.5615e-01
 CHM_I  9.4825e-01  9.4892e-01  9.4950e-01  9.4907e-01  9.4372e-01  9.4117e-01  9.4610e-01  9.4662e-01  9.3995e-01  9.4663e-01  9.4861e-01  9.5525e-01  9.4654e-01  9.5022e-01  9.4996e-01  9.4163e-01
 CEM_I  9.4683e-01  9.4927e-01  9.5251e-01  9.4631e-01  9.3209e-01  9.4691e-01  9.4542e-01  9.4236e-01  9.3903e-01  9.4742e-01  9.5206e-01  9.5437e-01  9.5168e-01  9.4683e-01  9.4844e-01  9.4332e-01
 STL_I  9.3739e-01  9.4747e-01  9.4568e-01  9.4106e-01  9.1640e-01  9.2855e-01  9.3126e-01  9.3231e-01  9.3103e-01  9.3924e-01  9.4430e-01  9.4048e-01  9.2551e-01  9.2673e-01  9.3604e-01  9.1828e-01
 NFM_I  9.3787e-01  9.4651e-01  9.4475e-01  9.4271e-01  9.3245e-01  9.3274e-01  9.3831e-01  9.4741e-01  9.4004e-01  9.3854e-01  9.4774e-01  9.3898e-01  9.3795e-01  9.3886e-01  9.4966e-01  9.2632e-01
 ELC_I  9.5808e-01  0.0000e+00  9.3032e-01  9.7209e-01  0.0000e+00  9.7043e-01  9.7385e-01  9.7379e-01  9.7272e-01  9.7339e-01  9.6838e-01  9.8292e-01  9.8653e-01  9.7547e-01  9.7589e-01  9.7585e-01
 TRL_I  9.4402e-01  9.4552e-01  9.4463e-01  9.4406e-01  9.3391e-01  9.4920e-01  9.4649e-01  9.4610e-01  9.4636e-01  9.4506e-01  9.4632e-01  9.4754e-01  9.4725e-01  9.4658e-01  9.4627e-01  9.5072e-01
 TRA_I  9.4373e-01  9.4382e-01  9.3993e-01  9.4339e-01  9.3784e-01  9.4756e-01  9.4292e-01  9.4180e-01  9.4382e-01  9.4283e-01  9.4284e-01  9.4337e-01  9.4276e-01  9.4286e-01  9.4287e-01  9.4345e-01
 TRS_I  9.3831e-01  9.4035e-01  9.4460e-01  9.4384e-01  9.4016e-01  9.5070e-01  9.4760e-01  9.4684e-01  9.4728e-01  9.4785e-01  9.4852e-01  9.4915e-01  9.4689e-01  9.4837e-01  9.4653e-01  9.4738e-01
 OTS_I  9.5521e-01  9.6293e-01  9.6160e-01  9.5685e-01  9.5020e-01  9.4884e-01  9.6007e-01  9.6422e-01  9.5977e-01  9.6020e-01  9.6110e-01  9.6389e-01  9.6486e-01  9.6202e-01  9.6160e-01  9.6411e-01
 GOV_I  9.5934e-01  9.7111e-01  9.7106e-01  9.6732e-01  9.6277e-01  9.6758e-01  9.6639e-01  9.6468e-01  9.6688e-01  9.6654e-01  9.6596e-01  9.6494e-01  9.6540e-01  9.6860e-01  9.6736e-01  9.6460e-01

     7         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   LND  1.3197e+00  1.1030e+00  1.2083e+00  1.1683e+00  1.0917e+00  1.9911e+00  1.2189e+00  1.3069e+00  1.3004e+00  9.7303e-01  1.3094e+00  1.1843e+00  1.3472e+00  1.2259e+00  9.5753e-01  1.3669e+00
   LAB  1.0000e+00  1.0031e+00  9.8339e-01  9.9437e-01  1.0220e+00  9.0088e-01  8.0913e-01  9.1834e-01  8.7612e-01  9.8368e-01  9.6071e-01  9.6613e-01  9.7192e-01  9.3318e-01  8.9252e-01  1.1797e+00
   CAP  9.0658e-01  9.3951e-01  9.1039e-01  8.8574e-01  9.3335e-01  8.2502e-01  1.0110e+00  8.7332e-01  8.9916e-01  9.3373e-01  9.2549e-01  9.9373e-01  1.0166e+00  9.2534e-01  1.0089e+00  7.4708e-01
   NAT  1.2481e+00  1.3768e+00  1.2290e+00  1.4276e+00  1.1523e+00  1.9183e+00  1.3163e+00  1.6646e+00  1.5875e+00  1.2676e+00  1.3083e+00  1.1254e+00  1.1852e+00  1.3940e+00  1.2147e+00  1.6278e+00
   AGF  9.8970e-01  9.9501e-01  9.6598e-01  9.7738e-01  9.8803e-01  1.0613e+00  9.9833e-01  1.0242e+00  9.9963e-01  9.6514e-01  1.0005e+00  9.7590e-01  9.9819e-01  9.6214e-01  9.3798e-01  1.0184e+00
   OIL  1.0152e+00  1.0150e+00  1.0048e+00  1.0424e+00  1.0104e+00  1.0961e+00  1.0621e+00  1.0789e+00  1.0572e+00  1.0228e+00  1.0254e+00  1.0220e+00  1.0289e+00  1.0421e+00  1.0478e+00  1.0080e+00
   GAS  9.6067e-01  9.6553e-01  1.0031e+00  1.0106e+00  9.7081e-01  1.0105e+00  1.0305e+00  1.0815e+00  9.2212e-01  9.8475e-01  9.9678e-01  1.0066e+00  9.7745e-01  1.0031e+00  1.0475e+00  9.9063e-01
   COL  1.0147e+00  1.1007e+00  1.0151e+00  1.0431e+00  1.0202e+00  1.0950e+00  1.0584e+00  1.0653e+00  1.0471e+00  1.0228e+00  1.0263e+00  1.0025e+00  1.0139e+00  1.0408e+00  1.0087e+00  1.0765e+00
   PTL  1.0097e+00  9.9741e-01  9.9448e-01  1.0272e+00  1.0264e+00  1.0270e+00  1.0365e+00  1.0283e+00  1.0057e+00  1.0078e+00  1.0070e+00  1.0132e+00  1.0032e+00  1.0248e+00  1.0289e+00  9.8994e-01
   MAN  9.6131e-01  9.5804e-01  9.5019e-01  9.5066e-01  9.7364e-01  9.0249e-01  9.4311e-01  9.1155e-01  9.3008e-01  9.6926e-01  9.5004e-01  9.6492e-01  9.6044e-01  9.4261e-01  9.5042e-01  9.3231e-01
   CHM  9.4156e-01  9.4897e-01  9.3982e-01  9.4574e-01  9.6050e-01  8.9280e-01  9.5274e-01  8.9099e-01  9.0989e-01  9.7674e-01  9.3495e-01  9.5503e-01  9.2230e-01  9.6044e-01  9.5029e-01  8.6310e-01
   CEM  9.5231e-01  9.4859e-01  9.4670e-01  9.4518e-01  9.6667e-01  8.8675e-01  9.6240e-01  8.8891e-01  9.1853e-01  9.8115e-01  9.3734e-01  9.5646e-01  9.3903e-01  9.4536e-01  9.4822e-01  9.0594e-01
   STL  9.4792e-01  9.4172e-01  9.4536e-01  9.4619e-01  9.5167e-01  8.8386e-01  9.6254e-01  8.8324e-01  9.0792e-01  9.8751e-01  9.2457e-01  9.4604e-01  8.9814e-01  9.4430e-01  9.4201e-01  8.6434e-01
   NFM  9.4145e-01  9.5314e-01  9.3327e-01  9.4154e-01  9.5318e-01  8.9070e-01  9.4294e-01  8.8024e-01  9.0808e-01  9.9985e-01  9.3020e-01  9.4775e-01  9.2592e-01  9.4347e-01  9.5301e-01  8.6819e-01
   ELC  9.0517e-01  9.7895e-01  9.4428e-01  9.4503e-01  9.7024e-01  9.3644e-01  9.9044e-01  9.3250e-01  9.3072e-01  9.6469e-01  9.6117e-01  9.8179e-01  9.8698e-01  9.8312e-01  9.8064e-01  9.6699e-01
   WND  9.0944e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   SLR  9.0876e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   NUC  9.6023e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   HYD  9.6508e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
