     0         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   JAP  4.8810e+01  2.9085e+00  3.7897e+00  6.6793e+00  1.0188e+03  6.7282e+01  1.6429e+01  2.7378e+00  1.3139e+00  2.3283e+00  3.7855e+00  4.0978e+01  4.1045e+00  1.5878e+01  3.2200e+00  3.2668e+00
   EAA  7.3086e+02  4.1616e+01  6.3159e+01  7.7596e+01  4.0449e+02  5.6713e+03  2.3118e+02  4.9154e+01  2.2866e+01  3.3125e+01  6.7803e+01  6.9780e+02  7.5435e+01  1.8056e+02  5.5472e+01  6.5979e+01
   SEA  9.0897e+01  5.4338e+00  7.7537e+00  2.9254e+01  5.6810e+01  1.1652e+02  6.2527e+02  1.0711e+01  7.8866e+00  3.5739e+00  7.8319e+00  1.2128e+02  1.3843e+01  2.9864e+01  8.6547e+00  8.8028e+00
   IND  5.1818e+01  2.4020e+00  4.3941e+00  9.1516e+00  1.3751e+01  3.8836e+01  2.1992e+01  1.2482e+03  1.5808e+01  3.6869e+00  5.0559e+00  7.9244e+01  7.3495e+00  5.3334e+01  2.1142e+01  6.0253e+00
   SOA  5.0943e+00  1.9593e-01  4.6204e-01  6.4863e-01  1.6552e+00  4.8039e+00  2.3369e+00  2.9423e+00  1.3814e+02  2.8762e-01  3.9824e-01  8.6121e+00  7.6763e-01  3.7187e+00  6.4026e-01  6.6906e-01
   BRA  3.5117e+01  2.8611e+00  2.1567e+00  1.1158e+00  4.9537e+00  1.2388e+01  3.2837e+00  1.2418e+00  5.1093e-01  2.6759e+02  1.4648e+01  2.7175e+01  3.2557e+00  6.7267e+00  4.6801e+00  2.3757e+00
   LAM  1.3829e+02  1.0851e+01  9.0655e+00  3.2963e+00  1.2292e+01  2.8363e+01  6.4680e+00  2.3748e+00  1.1133e+00  2.0015e+01  5.4791e+02  6.9125e+01  6.6681e+00  9.5728e+00  4.6436e+00  5.8562e+00
   WEU  2.2621e+02  1.1315e+01  1.9451e+01  1.7158e+01  4.5507e+01  1.0081e+02  3.4145e+01  1.5028e+01  7.3458e+00  1.4037e+01  2.4378e+01  2.9189e+03  9.4323e+01  8.6054e+01  3.9167e+01  3.3426e+01
   REU  5.6600e+01  2.9342e+00  5.5503e+00  5.1104e+00  1.3683e+01  3.5089e+01  1.2891e+01  4.9772e+00  2.2563e+00  4.7455e+00  7.4239e+00  2.6748e+02  9.3021e+02  3.8377e+01  8.2009e+00  4.0719e+01
   MNA  1.4813e+02  7.4817e+00  1.0782e+01  1.5545e+01  1.1259e+02  1.6478e+02  4.6898e+01  4.8035e+01  3.6191e+01  1.4146e+01  1.3672e+01  2.8840e+02  3.2232e+01  1.4819e+03  3.4320e+01  2.7367e+01
   AFR  2.8499e+01  1.6443e+00  2.6253e+00  3.2270e+00  1.0546e+01  1.9344e+01  6.5177e+00  7.7758e+00  1.1700e+00  4.1081e+00  2.6899e+00  6.7376e+01  6.0634e+00  1.3677e+01  4.0727e+02  3.9736e+00
   RUS  1.3116e+02  6.5080e+00  9.7267e+00  7.8502e+00  4.0021e+01  1.1757e+02  2.6031e+01  1.3828e+01  6.4115e+00  1.1059e+01  2.0360e+01  3.5471e+02  1.0395e+02  8.1008e+01  1.1101e+01  1.9753e+03

     7         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   USA  5.5268e+03  8.9452e+01  1.1177e+02  2.3650e+01  8.1538e+01  1.7799e+02  4.6183e+01  1.2479e+01  6.5943e+00  1.6686e+01  6.6046e+01  2.6091e+02  2.4330e+01  5.1808e+01  2.1412e+01  1.6676e+01
   MEX  5.9908e+01  3.1900e+02  2.6769e+00  5.4163e-01  3.8658e+00  1.1368e+01  2.7804e+00  6.9960e-01  2.6110e-01  1.8414e+00  3.6689e+00  1.4599e+01  1.3688e+00  1.7122e+00  7.6339e-01  5.3257e-01
   CAN  1.6219e+02  4.7141e+00  3.7124e+02  2.2341e+00  8.2539e+00  2.0016e+01  4.6747e+00  1.5942e+00  8.6606e-01  1.7585e+00  5.2718e+00  3.3648e+01  3.5676e+00  5.3953e+00  2.1929e+00  1.9821e+00
   OCN  2.0350e+01  9.4582e-01  2.0581e+00  3.2628e+02  1.9666e+01  2.7611e+01  9.6017e+00  1.0534e+01  1.1389e+00  8.7358e-01  1.7388e+00  2.7803e+01  2.4367e+00  6.9100e+00  2.5218e+00  1.4821e+00
   JAP  4.8853e+01  2.9065e+00  3.7993e+00  6.7354e+00  1.0204e+03  6.9325e+01  1.6467e+01  2.8064e+00  1.3288e+00  2.3311e+00  3.8028e+00  4.0845e+01  4.1291e+00  1.6028e+01  3.2292e+00  3.3347e+00
   EAA  7.6648e+02  4.3549e+01  6.6320e+01  8.1575e+01  4.1466e+02  5.9824e+03  2.4121e+02  5.2461e+01  2.4085e+01  3.4207e+01  7.0897e+01  7.2747e+02  7.9214e+01  1.8905e+02  5.8105e+01  7.0196e+01
   SEA  9.3172e+01  5.5522e+00  7.9517e+00  3.0004e+01  5.7024e+01  1.2267e+02  6.4056e+02  1.1153e+01  8.1017e+00  3.6348e+00  8.0258e+00  1.2341e+02  1.4202e+01  3.0682e+01  8.8564e+00  9.1705e+00
   IND  5.4172e+01  2.5064e+00  4.6017e+00  9.4997e+00  1.4131e+01  4.1704e+01  2.2844e+01  1.3028e+03  1.6442e+01  3.7962e+00  5.2867e+00  8.2217e+01  7.7081e+00  5.5568e+01  2.1820e+01  6.3794e+00
   SOA  5.3239e+00  2.0405e-01  4.8336e-01  6.7814e-01  1.6946e+00  5.1536e+00  2.4278e+00  3.1417e+00  1.4437e+02  2.9957e-01  4.1618e-01  8.9398e+00  8.0223e-01  3.8704e+00  6.7114e-01  7.0694e-01
   BRA  3.5468e+01  2.8741e+00  2.1710e+00  1.1361e+00  4.9591e+00  1.3088e+01  3.3603e+00  1.2790e+00  5.2572e-01  2.7156e+02  1.4801e+01  2.7333e+01  3.3078e+00  6.8896e+00  4.7561e+00  2.4603e+00
   LAM  1.4086e+02  1.1022e+01  9.2358e+00  3.3956e+00  1.2398e+01  3.0011e+01  6.6577e+00  2.4782e+00  1.1516e+00  2.0409e+01  5.6082e+02  7.0060e+01  6.8257e+00  9.8361e+00  4.7506e+00  6.1036e+00
   WEU  2.2840e+02  1.1358e+01  1.9635e+01  1.7414e+01  4.5348e+01  1.0529e+02  3.4665e+01  1.5458e+01  7.5086e+00  1.4105e+01  2.4620e+01  2.9355e+03  9.5143e+01  8.7392e+01  3.9720e+01  3.4247e+01
   REU  5.7404e+01  2.9632e+00  5.6206e+00  5.2135e+00  1.3698e+01  3.6818e+01  1.3167e+01  5.1449e+00  2.3130e+00  4.7869e+00  7.5310e+00  2.6916e+02  9.4844e+02  3.9229e+01  8.3238e+00  4.1981e+01
   MNA  1.5113e+02  7.6000e+00  1.1025e+01  1.6009e+01  1.1320e+02  1.7437e+02  4.8218e+01  5.0111e+01  3.7324e+01  1.4313e+01  1.3994e+01  2.9227e+02  3.3002e+01  1.5218e+03  3.4977e+01  2.8500e+01
   AFR  2.8605e+01  1.6502e+00  2.6394e+00  3.2816e+00  1.0445e+01  2.0135e+01  6.6212e+00  8.0079e+00  1.2052e+00  4.1347e+00  2.7132e+00  6.7145e+01  6.1295e+00  1.3888e+01  4.1440e+02  4.0876e+00
   RUS  1.3649e+02  6.7632e+00  1.0126e+01  8.2231e+00  4.1271e+01  1.2684e+02  2.7303e+01  1.4739e+01  6.7533e+00  1.1401e+01  2.1142e+01  3.6559e+02  1.0759e+02  8.4688e+01  1.1526e+01  2.0551e+03

     8         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   USA  5.5732e+03  8.9813e+01  1.1203e+02  2.4088e+01  8.1212e+01  1.8541e+02  4.6807e+01  1.2863e+01  6.7356e+00  1.6748e+01  6.6784e+01  2.6068e+02  2.4561e+01  5.2410e+01  2.1585e+01  1.7093e+01
   MEX  6.0863e+01  3.2448e+02  2.7079e+00  5.5340e-01  3.8783e+00  1.1968e+01  2.8397e+00  7.4317e-01  2.6889e-01  1.8548e+00  3.7279e+00  1.4710e+01  1.3928e+00  1.7493e+00  7.7501e-01  5.5036e-01
   CAN  1.6450e+02  4.7641e+00  3.7861e+02  2.2843e+00  8.2845e+00  2.1102e+01  4.7812e+00  1.6634e+00  8.9279e-01  1.7826e+00  5.3602e+00  3.3957e+01  3.6344e+00  5.5088e+00  2.2320e+00  2.0539e+00
   OCN  2.0739e+01  9.6543e-01  2.0975e+00  3.3474e+02  1.9634e+01  2.9080e+01  9.8101e+00  1.1017e+01  1.1799e+00  8.8753e-01  1.7749e+00  2.8137e+01  2.4910e+00  7.0798e+00  2.5717e+00  1.5393e+00
   JAP  4.8889e+01  2.9131e+00  3.8067e+00  6.7833e+00  1.0212e+03  7.1487e+01  1.6504e+01  2.8846e+00  1.3433e+00  2.3353e+00  3.8203e+00  4.0705e+01  4.1534e+00  1.6176e+01  3.2373e+00  3.4010e+00
   EAA  8.0425e+02  4.5736e+01  6.9643e+01  8.5689e+01  4.2510e+02  6.3151e+03  2.5174e+02  5.6153e+01  2.5366e+01  3.5359e+01  7.4180e+01  7.5870e+02  8.3225e+01  1.9803e+02  6.0871e+01  7.4650e+01
   SEA  9.5496e+01  5.6888e+00  8.1496e+00  3.0732e+01  5.7209e+01  1.2926e+02  6.5617e+02  1.1649e+01  8.3185e+00  3.6993e+00  8.2250e+00  1.2555e+02  1.4567e+01  3.1519e+01  9.0601e+00  9.5436e+00
   IND  5.6843e+01  2.6313e+00  4.8353e+00  9.8742e+00  1.4566e+01  4.4957e+01  2.3776e+01  1.3639e+03  1.7110e+01  3.9194e+00  5.5468e+00  8.5603e+01  8.1102e+00  5.8054e+01  2.2556e+01  6.7665e+00
   SOA  5.5553e+00  2.1256e-01  5.0465e-01  7.0756e-01  1.7328e+00  5.5290e+00  2.5211e+00  3.3610e+00  1.5073e+02  3.1196e-01  4.3432e-01  9.2664e+00  8.3736e-01  4.0245e+00  7.0231e-01  7.4583e-01
   BRA  3.5735e+01  2.8840e+00  2.1787e+00  1.1538e+00  4.9645e+00  1.3837e+01  3.4381e+00  1.3183e+00  5.4138e-01  2.7542e+02  1.4918e+01  2.7506e+01  3.3651e+00  7.0638e+00  4.8273e+00  2.5735e+00
   LAM  1.4332e+02  1.1218e+01  9.3912e+00  3.4910e+00  1.2494e+01  3.1761e+01  6.8497e+00  2.5912e+00  1.1907e+00  2.0814e+01  5.7369e+02  7.0944e+01  6.9811e+00  1.0104e+01  4.8577e+00  6.3572e+00
   WEU  2.3061e+02  1.1431e+01  1.9808e+01  1.7653e+01  4.5187e+01  1.1010e+02  3.5204e+01  1.5945e+01  7.6730e+00  1.4186e+01  2.4866e+01  2.9505e+03  9.5911e+01  8.8734e+01  4.0280e+01  3.5042e+01
   REU  5.8234e+01  3.0013e+00  5.6897e+00  5.3144e+00  1.3713e+01  3.8682e+01  1.3462e+01  5.3344e+00  2.3702e+00  4.8363e+00  7.6430e+00  2.7076e+02  9.6668e+02  4.0096e+01  8.4486e+00  4.3213e+01
   MNA  1.5408e+02  7.7366e+00  1.1258e+01  1.6458e+01  1.1370e+02  1.8466e+02  4.9552e+01  5.2388e+01  3.8454e+01  1.4480e+01  1.4315e+01  2.9574e+02  3.3750e+01  1.5616e+03  3.5604e+01  2.9618e+01
   AFR  2.8746e+01  1.6634e+00  2.6543e+00  3.3370e+00  1.0356e+01  2.1003e+01  6.7317e+00  8.2864e+00  1.2411e+00  4.1725e+00  2.7401e+00  6.6987e+01  6.2004e+00  1.4110e+01  4.2158e+02  4.2035e+00
   RUS  1.4201e+02  7.0484e+00  1.0531e+01  8.5994e+00  4.2468e+01  1.3671e+02  2.8633e+01  1.5730e+01  7.0763e+00  1.1763e+01  2.1954e+01  3.7635e+02  1.1115e+02  8.8426e+01  1.1955e+01  2.1331e+03

     9         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   USA  5.6171e+03  9.0033e+01  1.1222e+02  2.4530e+01  8.0877e+01  1.9341e+02  4.7474e+01  1.3189e+01  6.8826e+00  1.6801e+01  6.7502e+01  2.6040e+02  2.4795e+01  5.2997e+01  2.1763e+01  1.7489e+01
   MEX  6.1770e+01  3.2952e+02  2.7342e+00  5.6544e-01  3.8839e+00  1.2616e+01  2.9011e+00  7.8722e-01  2.7738e-01  1.8670e+00  3.7898e+00  1.4817e+01  1.4174e+00  1.7861e+00  7.8767e-01  5.6812e-01
   CAN  1.6658e+02  4.8130e+00  3.8581e+02  2.3326e+00  8.3171e+00  2.2277e+01  4.8874e+00  1.7249e+00  9.2002e-01  1.8040e+00  5.4469e+00  3.4223e+01  3.6985e+00  5.6211e+00  2.2710e+00  2.1233e+00
   OCN  2.1113e+01  9.8408e-01  2.1353e+00  3.4312e+02  1.9564e+01  3.0654e+01  1.0008e+01  1.1432e+01  1.2184e+00  9.0053e-01  1.8101e+00  2.8434e+01  2.5437e+00  7.2411e+00  2.6190e+00  1.5951e+00
   JAP  4.8904e+01  2.9156e+00  3.8137e+00  6.8275e+00  1.0217e+03  7.3805e+01  1.6540e+01  2.9505e+00  1.3595e+00  2.3377e+00  3.8379e+00  4.0565e+01  4.1782e+00  1.6325e+01  3.2470e+00  3.4646e+00
   EAA  8.4492e+02  4.8051e+01  7.3246e+01  9.0100e+01  4.3625e+02  6.6771e+03  2.6308e+02  5.9909e+01  2.6789e+01  3.6575e+01  7.7729e+01  7.9265e+02  8.7603e+01  2.0778e+02  6.3897e+01  7.9422e+01
   SEA  9.7827e+01  5.8202e+00  8.3496e+00  3.1447e+01  5.7352e+01  1.3637e+02  6.7221e+02  1.2102e+01  8.5487e+00  3.7621e+00  8.4266e+00  1.2767e+02  1.4937e+01  3.2369e+01  9.2693e+00  9.9178e+00
   IND  5.9203e+01  2.7421e+00  5.0446e+00  1.0218e+01  1.4918e+01  4.8260e+01  2.4663e+01  1.4188e+03  1.7783e+01  4.0320e+00  5.7874e+00  8.8546e+01  8.4841e+00  6.0371e+01  2.3250e+01  7.1331e+00
   SOA  5.7799e+00  2.2066e-01  5.2538e-01  7.3551e-01  1.7666e+00  5.9259e+00  2.6130e+00  3.5588e+00  1.5717e+02  3.2272e-01  4.5187e-01  9.5800e+00  8.7129e-01  4.1767e+00  7.3263e-01  7.8430e-01
   BRA  3.6010e+01  2.8911e+00  2.1867e+00  1.1719e+00  4.9718e+00  1.4679e+01  3.5188e+00  1.3523e+00  5.5685e-01  2.7916e+02  1.5030e+01  2.7622e+01  3.4182e+00  7.2348e+00  4.9016e+00  2.6756e+00
   LAM  1.4573e+02  1.1394e+01  9.5422e+00  3.5865e+00  1.2582e+01  3.3663e+01  7.0468e+00  2.6941e+00  1.2311e+00  2.1204e+01  5.8656e+02  7.1776e+01  7.1349e+00  1.0376e+01  4.9671e+00  6.6093e+00
   WEU  2.3265e+02  1.1482e+01  1.9967e+01  1.7879e+01  4.5005e+01  1.1528e+02  3.5750e+01  1.6349e+01  7.8457e+00  1.4252e+01  2.5096e+01  2.9641e+03  9.6634e+01  9.0067e+01  4.0847e+01  3.5795e+01
   REU  5.9030e+01  3.0348e+00  5.7559e+00  5.4141e+00  1.3724e+01  4.0703e+01  1.3771e+01  5.4985e+00  2.4306e+00  4.8830e+00  7.7531e+00  2.7228e+02  9.8491e+02  4.0973e+01  8.5761e+00  4.4419e+01
   MNA  1.5697e+02  7.8632e+00  1.1492e+01  1.6907e+01  1.1414e+02  1.9590e+02  5.0929e+01  5.4406e+01  3.9646e+01  1.4629e+01  1.4636e+01  2.9902e+02  3.4491e+01  1.6015e+03  3.6229e+01  3.0721e+01
   AFR  2.8880e+01  1.6746e+00  2.6693e+00  3.3911e+00  1.0267e+01  2.1958e+01  6.8461e+00  8.5192e+00  1.2770e+00  4.2068e+00  2.7669e+00  6.6871e+01  6.2725e+00  1.4337e+01  4.2889e+02  4.3188e+00
   RUS  1.4732e+02  7.3169e+00  1.0922e+01  8.9715e+00  4.3585e+01  1.4728e+02  2.9957e+01  1.6647e+01  7.4077e+00  1.2100e+01  2.2741e+01  3.8647e+02  1.1458e+02  9.2119e+01  1.2377e+01  2.2092e+03

    10         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   USA  5.6597e+03  9.0265e+01  1.1234e+02  2.4979e+01  8.0604e+01  2.0119e+02  4.8202e+01  1.3553e+01  7.0389e+00  1.6854e+01  6.8226e+01  2.6008e+02  2.5028e+01  5.3579e+01  2.1957e+01  1.7888e+01
   MEX  6.2666e+01  3.3458e+02  2.7593e+00  5.7738e-01  3.8906e+00  1.3253e+01  2.9648e+00  8.3576e-01  2.8639e-01  1.8783e+00  3.8509e+00  1.4916e+01  1.4415e+00  1.8229e+00  8.0064e-01  5.8562e-01
   CAN  1.6864e+02  4.8603e+00  3.9283e+02  2.3806e+00  8.3424e+00  2.3440e+01  4.9957e+00  1.7913e+00  9.4777e-01  1.8256e+00  5.5321e+00  3.4474e+01  3.7623e+00  5.7303e+00  2.3110e+00  2.1928e+00
   OCN  2.1477e+01  1.0025e+00  2.1715e+00  3.5151e+02  1.9472e+01  3.2209e+01  1.0203e+01  1.1887e+01  1.2567e+00  9.1318e-01  1.8451e+00  2.8714e+01  2.5961e+00  7.3986e+00  2.6671e+00  1.6511e+00
   JAP  4.8917e+01  2.9186e+00  3.8189e+00  6.8720e+00  1.0223e+03  7.5986e+01  1.6593e+01  3.0245e+00  1.3773e+00  2.3398e+00  3.8558e+00  4.0418e+01  4.2028e+00  1.6473e+01  3.2594e+00  3.5265e+00
   EAA  8.8437e+02  5.0311e+01  7.6719e+01  9.4432e+01  4.4662e+02  7.0306e+03  2.7441e+02  6.3859e+01  2.8240e+01  3.7750e+01  8.1224e+01  8.2512e+02  9.1914e+01  2.1734e+02  6.6908e+01  8.4152e+01
   SEA  1.0019e+02  5.9546e+00  8.5479e+00  3.2163e+01  5.7518e+01  1.4343e+02  6.8900e+02  1.2605e+01  8.7977e+00  3.8251e+00  8.6312e+00  1.2979e+02  1.5311e+01  3.3236e+01  9.4904e+00  1.0295e+01
   IND  6.1787e+01  2.8629e+00  5.2714e+00  1.0583e+01  1.5313e+01  5.1733e+01  2.5625e+01  1.4791e+03  1.8516e+01  4.1496e+00  6.0478e+00  9.1772e+01  8.8899e+00  6.2873e+01  2.4006e+01  7.5254e+00
   SOA  6.0011e+00  2.2860e-01  5.4541e-01  7.6208e-01  1.7969e+00  6.3163e+00  2.7039e+00  3.7606e+00  1.6369e+02  3.3191e-01  4.6890e-01  9.8811e+00  9.0411e-01  4.3262e+00  7.6260e-01  8.2291e-01
   BRA  3.6267e+01  2.8964e+00  2.1928e+00  1.1898e+00  4.9783e+00  1.5542e+01  3.5991e+00  1.3893e+00  5.7200e-01  2.8281e+02  1.5132e+01  2.7717e+01  3.4689e+00  7.3927e+00  4.9765e+00  2.7962e+00
   LAM  1.4804e+02  1.1567e+01  9.6836e+00  3.6810e+00  1.2663e+01  3.5549e+01  7.2466e+00  2.8045e+00  1.2728e+00  2.1582e+01  5.9948e+02  7.2557e+01  7.2860e+00  1.0645e+01  5.0790e+00  6.8665e+00
   WEU  2.3468e+02  1.1536e+01  2.0117e+01  1.8105e+01  4.4831e+01  1.2035e+02  3.6331e+01  1.6803e+01  8.0317e+00  1.4318e+01  2.5331e+01  2.9770e+03  9.7349e+01  9.1411e+01  4.1461e+01  3.6532e+01
   REU  5.9821e+01  3.0688e+00  5.8189e+00  5.5142e+00  1.3737e+01  4.2698e+01  1.4100e+01  5.6804e+00  2.4946e+00  4.9293e+00  7.8643e+00  2.7374e+02  1.0033e+03  4.1858e+01  8.7125e+00  4.5593e+01
   MNA  1.5982e+02  7.9896e+00  1.1718e+01  1.7355e+01  1.1455e+02  2.0693e+02  5.2355e+01  5.6629e+01  4.0929e+01  1.4772e+01  1.4958e+01  3.0214e+02  3.5239e+01  1.6419e+03  3.6883e+01  3.1832e+01
   AFR  2.8989e+01  1.6844e+00  2.6811e+00  3.4418e+00  1.0175e+01  2.2870e+01  6.9614e+00  8.7725e+00  1.3143e+00  4.2347e+00  2.7916e+00  6.6744e+01  6.3420e+00  1.4555e+01  4.3643e+02  4.4290e+00
   RUS  1.5287e+02  7.6016e+00  1.1327e+01  9.3571e+00  4.4703e+01  1.5798e+02  3.1383e+01  1.7660e+01  7.7186e+00  1.2458e+01  2.3569e+01  3.9687e+02  1.1806e+02  9.5947e+01  1.2826e+01  2.2839e+03

    11         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   USA  5.7009e+03  9.0447e+01  1.1242e+02  2.5428e+01  8.0396e+01  2.0915e+02  4.9001e+01  1.3942e+01  7.1772e+00  1.6918e+01  6.8901e+01  2.5968e+02  2.5262e+01  5.4167e+01  2.2157e+01  1.8287e+01
   MEX  6.3551e+01  3.3954e+02  2.7826e+00  5.8938e-01  3.8964e+00  1.3910e+01  3.0322e+00  8.8974e-01  2.9453e-01  1.8906e+00  3.9100e+00  1.5012e+01  1.4659e+00  1.8601e+00  8.1394e-01  6.0309e-01
   CAN  1.7056e+02  4.9063e+00  3.9973e+02  2.4270e+00  8.3703e+00  2.4638e+01  5.1052e+00  1.8607e+00  9.7449e-01  1.8470e+00  5.6139e+00  3.4690e+01  3.8239e+00  5.8386e+00  2.3512e+00  2.2613e+00
   OCN  2.1833e+01  1.0205e+00  2.2067e+00  3.5985e+02  1.9356e+01  3.3795e+01  1.0395e+01  1.2366e+01  1.2961e+00  9.2626e-01  1.8789e+00  2.8976e+01  2.6481e+00  7.5538e+00  2.7147e+00  1.7071e+00
   JAP  4.8936e+01  2.9213e+00  3.8247e+00  6.9149e+00  1.0230e+03  7.8181e+01  1.6661e+01  3.1039e+00  1.3910e+00  2.3436e+00  3.8721e+00  4.0277e+01  4.2285e+00  1.6622e+01  3.2724e+00  3.5871e+00
   EAA  9.2457e+02  5.2611e+01  8.0270e+01  9.8832e+01  4.5695e+02  7.3931e+03  2.8618e+02  6.8068e+01  2.9621e+01  3.8967e+01  8.4749e+01  8.5801e+02  9.6357e+01  2.2713e+02  6.9984e+01  8.9003e+01
   SEA  1.0260e+02  6.0892e+00  8.7475e+00  3.2863e+01  5.7681e+01  1.5070e+02  7.0651e+02  1.3145e+01  9.0126e+00  3.8908e+00  8.8314e+00  1.3189e+02  1.5689e+01  3.4115e+01  9.7139e+00  1.0672e+01
   IND  6.4487e+01  2.9875e+00  5.5082e+00  1.0956e+01  1.5721e+01  5.5400e+01  2.6639e+01  1.5430e+03  1.9198e+01  4.2706e+00  6.3130e+00  9.5119e+01  9.3128e+00  6.5479e+01  2.4780e+01  7.9333e+00
   SOA  6.2436e+00  2.3756e-01  5.6782e-01  7.9380e-01  1.8368e+00  6.7549e+00  2.8116e+00  4.0152e+00  1.7059e+02  3.4604e-01  4.8852e-01  1.0220e+01  9.4271e-01  4.4942e+00  7.9781e-01  8.6535e-01
   BRA  3.6460e+01  2.8947e+00  2.1951e+00  1.2062e+00  4.9874e+00  1.6470e+01  3.6792e+00  1.4262e+00  5.8840e-01  2.8641e+02  1.5190e+01  2.7790e+01  3.5199e+00  7.5596e+00  5.0471e+00  2.9431e+00
   LAM  1.5046e+02  1.1747e+01  9.8299e+00  3.7791e+00  1.2752e+01  3.7532e+01  7.4587e+00  2.9234e+00  1.3131e+00  2.2000e+01  6.1227e+02  7.3344e+01  7.4418e+00  1.0918e+01  5.1957e+00  7.1311e+00
   WEU  2.3664e+02  1.1583e+01  2.0260e+01  1.8323e+01  4.4661e+01  1.2555e+02  3.6943e+01  1.7282e+01  8.1924e+00  1.4391e+01  2.5542e+01  2.9889e+03  9.8036e+01  9.2754e+01  4.2086e+01  3.7247e+01
   REU  6.0606e+01  3.1019e+00  5.8812e+00  5.6135e+00  1.3753e+01  4.4762e+01  1.4455e+01  5.8739e+00  2.5514e+00  4.9796e+00  7.9697e+00  2.7514e+02  1.0218e+03  4.2753e+01  8.8504e+00  4.6739e+01
   MNA  1.6263e+02  8.1130e+00  1.1945e+01  1.7803e+01  1.1493e+02  2.1832e+02  5.3847e+01  5.8990e+01  4.2064e+01  1.4918e+01  1.5270e+01  3.0508e+02  3.5985e+01  1.6825e+03  3.7532e+01  3.2940e+01
   AFR  2.9120e+01  1.6955e+00  2.6949e+00  3.4944e+00  1.0096e+01  2.3826e+01  7.0854e+00  9.0510e+00  1.3533e+00  4.2698e+00  2.8166e+00  6.6685e+01  6.4162e+00  1.4783e+01  4.4413e+02  4.5409e+00
   RUS  1.5852e+02  7.8908e+00  1.1738e+01  9.7488e+00  4.5799e+01  1.6908e+02  3.2891e+01  1.8735e+01  8.0007e+00  1.2832e+01  2.4391e+01  4.0723e+02  1.2153e+02  9.9852e+01  1.3281e+01  2.3568e+03

    12         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   USA  5.7416e+03  9.0718e+01  1.1243e+02  2.5879e+01  8.0267e+01  2.1687e+02  4.9818e+01  1.4310e+01  7.3230e+00  1.6969e+01  6.9598e+01  2.5921e+02  2.5497e+01  5.4769e+01  2.2365e+01  1.8670e+01
   MEX  6.4459e+01  3.4485e+02  2.8075e+00  6.0120e-01  3.9088e+00  1.4556e+01  3.0994e+00  9.4263e-01  3.0289e-01  1.9015e+00  3.9676e+00  1.5102e+01  1.4898e+00  1.8977e+00  8.2669e-01  6.1986e-01
   CAN  1.7256e+02  4.9497e+00  4.0646e+02  2.4740e+00  8.3929e+00  2.5814e+01  5.2154e+00  1.9282e+00  1.0016e+00  1.8678e+00  5.6943e+00  3.4902e+01  3.8864e+00  5.9467e+00  2.3923e+00  2.3288e+00
   OCN  2.2175e+01  1.0384e+00  2.2396e+00  3.6828e+02  1.9206e+01  3.5346e+01  1.0591e+01  1.2812e+01  1.3358e+00  9.3811e-01  1.9118e+00  2.9224e+01  2.6996e+00  7.7073e+00  2.7614e+00  1.7613e+00
   JAP  4.8985e+01  2.9290e+00  3.8308e+00  6.9620e+00  1.0241e+03  8.0259e+01  1.6735e+01  3.1799e+00  1.4064e+00  2.3468e+00  3.8908e+00  4.0145e+01  4.2557e+00  1.6773e+01  3.2875e+00  3.6451e+00
   EAA  9.6345e+02  5.4898e+01  8.3669e+01  1.0314e+02  4.6654e+02  7.7440e+03  2.9760e+02  7.2192e+01  3.1002e+01  4.0112e+01  8.8208e+01  8.8913e+02  1.0071e+02  2.3662e+02  7.2982e+01  9.3730e+01
   SEA  1.0513e+02  6.2390e+00  8.9553e+00  3.3613e+01  5.7943e+01  1.5799e+02  7.2449e+02  1.3682e+01  9.2495e+00  3.9591e+00  9.0466e+00  1.3413e+02  1.6092e+01  3.5031e+01  9.9528e+00  1.1059e+01
   IND  6.7122e+01  3.1137e+00  5.7365e+00  1.1323e+01  1.6107e+01  5.9019e+01  2.7640e+01  1.6055e+03  1.9897e+01  4.3870e+00  6.5778e+00  9.8314e+01  9.7316e+00  6.8037e+01  2.5549e+01  8.3348e+00
   SOA  6.4902e+00  2.4674e-01  5.9015e-01  8.2520e-01  1.8752e+00  7.1906e+00  2.9178e+00  4.2650e+00  1.7758e+02  3.5912e-01  5.0818e-01  1.0557e+01  9.8129e-01  4.6620e+00  8.3336e-01  9.0764e-01
