     0         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   BRA  3.6688e+01  2.8970e+00  2.1983e+00  1.2239e+00  4.9956e+00  1.7392e+01  3.7636e+00  1.4628e+00  6.0469e-01  2.8995e+02  1.5265e+01  2.7863e+01  3.5693e+00  7.7237e+00  5.1223e+00  3.0797e+00
   LAM  1.5275e+02  1.1932e+01  9.9633e+00  3.8748e+00  1.2834e+01  3.9467e+01  7.6671e+00  3.0381e+00  1.3541e+00  2.2381e+01  6.2516e+02  7.4079e+01  7.5947e+00  1.1194e+01  5.3117e+00  7.3915e+00
   WEU  2.3866e+02  1.1646e+01  2.0398e+01  1.8545e+01  4.4511e+01  1.3058e+02  3.7554e+01  1.7737e+01  8.3617e+00  1.4458e+01  2.5765e+01  3.0002e+03  9.8733e+01  9.4086e+01  4.2730e+01  3.7923e+01
   REU  6.1392e+01  3.1385e+00  5.9407e+00  5.7140e+00  1.3773e+01  4.6783e+01  1.4814e+01  6.0599e+00  2.6106e+00  5.0260e+00  8.0781e+00  2.7648e+02  1.0405e+03  4.3640e+01  8.9902e+00  4.7850e+01
   MNA  1.6560e+02  8.2522e+00  1.2174e+01  1.8266e+01  1.1535e+02  2.2953e+02  5.5355e+01  6.1335e+01  4.3277e+01  1.5066e+01  1.5599e+01  3.0818e+02  3.6764e+01  1.7236e+03  3.8219e+01  3.4052e+01
   AFR  2.9286e+01  1.7105e+00  2.7099e+00  3.5505e+00  1.0032e+01  2.4767e+01  7.2157e+00  9.3225e+00  1.3929e+00  4.3047e+00  2.8452e+00  6.6729e+01  6.4973e+00  1.5023e+01  4.5211e+02  4.6542e+00
   RUS  1.6418e+02  8.1910e+00  1.2143e+01  1.0142e+01  4.6870e+01  1.8015e+02  3.4373e+01  1.9808e+01  8.2950e+00  1.3194e+01  2.5226e+01  4.1725e+02  1.2503e+02  1.0374e+02  1.3739e+01  2.4281e+03

    13         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   USA  5.7800e+03  9.0755e+01  1.1233e+02  2.6359e+01  8.0162e+01  2.2568e+02  5.0639e+01  1.4698e+01  7.4713e+00  1.7021e+01  7.0201e+01  2.5861e+02  2.5733e+01  5.5364e+01  2.2572e+01  1.9026e+01
   MEX  6.5297e+01  3.4943e+02  2.8248e+00  6.1412e-01  3.9115e+00  1.5276e+01  3.1644e+00  1.0049e+00  3.1196e-01  1.9122e+00  4.0240e+00  1.5187e+01  1.5142e+00  1.9349e+00  8.4057e-01  6.3655e-01
   CAN  1.7433e+02  4.9879e+00  4.1299e+02  2.5215e+00  8.4109e+00  2.7136e+01  5.3218e+00  1.9975e+00  1.0283e+00  1.8877e+00  5.7687e+00  3.5073e+01  3.9461e+00  6.0515e+00  2.4323e+00  2.3936e+00
   OCN  2.2460e+01  1.0525e+00  2.2642e+00  3.7654e+02  1.8951e+01  3.7003e+01  1.0752e+01  1.3217e+01  1.3714e+00  9.4640e-01  1.9377e+00  2.9370e+01  2.7427e+00  7.8331e+00  2.7968e+00  1.8094e+00
   JAP  4.9017e+01  2.9307e+00  3.8375e+00  7.0136e+00  1.0250e+03  8.2628e+01  1.6782e+01  3.2601e+00  1.4225e+00  2.3498e+00  3.9069e+00  4.0013e+01  4.2842e+00  1.6926e+01  3.3039e+00  3.7009e+00
   EAA  1.0074e+03  5.7395e+01  8.7549e+01  1.0809e+02  4.7764e+02  8.1438e+03  3.0995e+02  7.6896e+01  3.2574e+01  4.1416e+01  9.2039e+01  9.2485e+02  1.0567e+02  2.4740e+02  7.6415e+01  9.8975e+01
   SEA  1.0769e+02  6.3814e+00  9.1704e+00  3.4405e+01  5.8186e+01  1.6616e+02  7.4222e+02  1.4233e+01  9.4986e+00  4.0314e+00  9.2623e+00  1.3640e+02  1.6509e+01  3.5971e+01  1.0199e+01  1.1453e+01
   IND  6.9795e+01  3.2355e+00  5.9702e+00  1.1707e+01  1.6486e+01  6.3020e+01  2.8626e+01  1.6712e+03  2.0619e+01  4.5017e+00  6.8390e+00  1.0154e+02  1.0161e+01  7.0684e+01  2.6325e+01  8.7440e+00
   SOA  6.7235e+00  2.5513e-01  6.1146e-01  8.5583e-01  1.9092e+00  7.6626e+00  3.0190e+00  4.5176e+00  1.8461e+02  3.7081e-01  5.2657e-01  1.0871e+01  1.0182e+00  4.8267e+00  8.6758e-01  9.4876e-01
   BRA  3.6873e+01  2.8896e+00  2.1985e+00  1.2423e+00  5.0034e+00  1.8475e+01  3.8532e+00  1.4986e+00  6.1975e-01  2.9336e+02  1.5292e+01  2.7887e+01  3.6104e+00  7.8701e+00  5.1923e+00  3.1933e+00
   LAM  1.5521e+02  1.2103e+01  1.0104e+01  3.9820e+00  1.2920e+01  4.1699e+01  7.8846e+00  3.1612e+00  1.3968e+00  2.2799e+01  6.3771e+02  7.4832e+01  7.7531e+00  1.1473e+01  5.4340e+00  7.6489e+00
   WEU  2.4050e+02  1.1678e+01  2.0522e+01  1.8778e+01  4.4343e+01  1.3628e+02  3.8133e+01  1.8209e+01  8.5369e+00  1.4521e+01  2.5946e+01  3.0093e+03  9.9371e+01  9.5424e+01  4.3365e+01  3.8545e+01
   REU  6.2121e+01  3.1671e+00  5.9951e+00  5.8188e+00  1.3786e+01  4.9056e+01  1.5169e+01  6.2529e+00  2.6713e+00  5.0709e+00  8.1717e+00  2.7763e+02  1.0590e+03  4.4543e+01  9.1276e+00  4.8930e+01
   MNA  1.6833e+02  8.3671e+00  1.2395e+01  1.8732e+01  1.1562e+02  2.4207e+02  5.6770e+01  6.3734e+01  4.4505e+01  1.5189e+01  1.5899e+01  3.1075e+02  3.7504e+01  1.7644e+03  3.8848e+01  3.5116e+01
   AFR  2.9348e+01  1.7159e+00  2.7160e+00  3.5966e+00  9.9355e+00  2.5781e+01  7.3257e+00  9.5916e+00  1.4284e+00  4.3257e+00  2.8614e+00  6.6540e+01  6.5574e+00  1.5225e+01  4.5945e+02  4.7522e+00
   RUS  1.6940e+02  8.4532e+00  1.2517e+01  1.0534e+01  4.7816e+01  1.9217e+02  3.5729e+01  2.0892e+01  8.6028e+00  1.3520e+01  2.5966e+01  4.2600e+02  1.2828e+02  1.0753e+02  1.4174e+01  2.4971e+03

    14         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   USA  5.8173e+03  9.0914e+01  1.1217e+02  2.6821e+01  8.0150e+01  2.3434e+02  5.1521e+01  1.5087e+01  7.6221e+00  1.7065e+01  7.0773e+01  2.5795e+02  2.5978e+01  5.5999e+01  2.2839e+01  1.9349e+01
   MEX  6.6201e+01  3.5459e+02  2.8458e+00  6.2666e-01  3.9235e+00  1.5996e+01  3.2327e+00  1.0687e+00  3.2099e-01  1.9230e+00  4.0762e+00  1.5273e+01  1.5384e+00  1.9742e+00  8.5594e-01  6.5252e-01
   CAN  1.7620e+02  5.0246e+00  4.1930e+02  2.5680e+00  8.4257e+00  2.8433e+01  5.4309e+00  2.0687e+00  1.0551e+00  1.9076e+00  5.8395e+00  3.5245e+01  4.0073e+00  6.1585e+00  2.4787e+00  2.4558e+00
   OCN  2.2758e+01  1.0682e+00  2.2898e+00  3.8476e+02  1.8724e+01  3.8650e+01  1.0930e+01  1.3639e+01  1.4087e+00  9.5543e-01  1.9642e+00  2.9541e+01  2.7890e+00  7.9699e+00  2.8426e+00  1.8563e+00
   JAP  4.9079e+01  2.9393e+00  3.8447e+00  7.0631e+00  1.0259e+03  8.4899e+01  1.6845e+01  3.3412e+00  1.4387e+00  2.3528e+00  3.9220e+00  3.9892e+01  4.3136e+00  1.7082e+01  3.3266e+00  3.7525e+00
   EAA  1.0503e+03  5.9935e+01  9.1303e+01  1.1288e+02  4.8798e+02  8.5330e+03  3.2213e+02  8.1612e+01  3.4105e+01  4.2663e+01  9.5725e+01  9.5895e+02  1.1054e+02  2.5796e+02  7.9876e+01  1.0409e+02
   SEA  1.1036e+02  6.5412e+00  9.3904e+00  3.5199e+01  5.8485e+01  1.7433e+02  7.6042e+02  1.4808e+01  9.7505e+00  4.1055e+00  9.4803e+00  1.3876e+02  1.6940e+01  3.6946e+01  1.0474e+01  1.1843e+01
   IND  7.2587e+01  3.3692e+00  6.2121e+00  1.2096e+01  1.6881e+01  6.7118e+01  2.9652e+01  1.7377e+03  2.1344e+01  4.6219e+00  7.1091e+00  1.0488e+02  1.0611e+01  7.3438e+01  2.7190e+01  9.1609e+00
   SOA  6.9730e+00  2.6430e-01  6.3393e-01  8.8751e-01  1.9451e+00  8.1457e+00  3.1250e+00  4.7833e+00  1.9178e+02  3.8315e-01  5.4564e-01  1.1202e+01  1.0570e+00  4.9980e+00  9.0516e-01  9.8975e-01
   BRA  3.7075e+01  2.8865e+00  2.1991e+00  1.2609e+00  5.0169e+00  1.9561e+01  3.9488e+00  1.5361e+00  6.3606e-01  2.9670e+02  1.5322e+01  2.7948e+01  3.6584e+00  8.0360e+00  5.2801e+00  3.2670e+00
   LAM  1.5774e+02  1.2303e+01  1.0244e+01  4.0898e+00  1.3016e+01  4.3935e+01  8.1115e+00  3.2896e+00  1.4406e+00  2.3225e+01  6.5012e+02  7.5616e+01  7.9187e+00  1.1763e+01  5.5728e+00  7.8948e+00
   WEU  2.4232e+02  1.1730e+01  2.0636e+01  1.8998e+01  4.4192e+01  1.4183e+02  3.8725e+01  1.8681e+01  8.7098e+00  1.4579e+01  2.6113e+01  3.0171e+03  9.9992e+01  9.6755e+01  4.4113e+01  3.9100e+01
   REU  6.2875e+01  3.2024e+00  6.0496e+00  5.9231e+00  1.3809e+01  5.1335e+01  1.5552e+01  6.4499e+00  2.7327e+00  5.1175e+00  8.2650e+00  2.7883e+02  1.0775e+03  4.5462e+01  9.2888e+00  4.9992e+01
   MNA  1.7115e+02  8.4995e+00  1.2615e+01  1.9194e+01  1.1588e+02  2.5443e+02  5.8219e+01  6.6166e+01  4.5725e+01  1.5312e+01  1.6199e+01  3.1340e+02  3.8261e+01  1.8054e+03  3.9592e+01  3.6147e+01
   AFR  2.9574e+01  1.7353e+00  2.7371e+00  3.6654e+00  9.9026e+00  2.6891e+01  7.4755e+00  9.8986e+00  1.4709e+00  4.3668e+00  2.8924e+00  6.6832e+01  6.6577e+00  1.5509e+01  4.6895e+02  4.8756e+00
   RUS  1.7411e+02  8.7026e+00  1.2845e+01  1.0892e+01  4.8638e+01  2.0392e+02  3.6942e+01  2.1932e+01  8.9498e+00  1.3791e+01  2.6617e+01  4.3318e+02  1.3127e+02  1.1105e+02  1.4603e+01  2.5645e+03

    15         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   USA  5.8531e+03  9.1044e+01  1.1200e+02  2.7337e+01  8.0176e+01  2.4307e+02  5.2500e+01  1.5487e+01  7.7618e+00  1.7130e+01  7.1416e+01  2.5749e+02  2.6251e+01  5.6621e+01  2.3070e+01  1.9670e+01
   MEX  6.7043e+01  3.5945e+02  2.8639e+00  6.3988e-01  3.9322e+00  1.6730e+01  3.3023e+00  1.1367e+00  3.2958e-01  1.9334e+00  4.1329e+00  1.5352e+01  1.5624e+00  2.0127e+00  8.6974e-01  6.6822e-01
   CAN  1.7797e+02  5.0645e+00  4.2549e+02  2.6165e+00  8.4351e+00  2.9760e+01  5.5414e+00  2.1405e+00  1.0809e+00  1.9288e+00  5.9133e+00  3.5405e+01  4.0684e+00  6.2627e+00  2.5209e+00  2.5177e+00
   OCN  2.3017e+01  1.0823e+00  2.3104e+00  3.9295e+02  1.8448e+01  4.0308e+01  1.1089e+01  1.4005e+01  1.4457e+00  9.6236e-01  1.9882e+00  2.9637e+01  2.8292e+00  8.0879e+00  2.8751e+00  1.8996e+00
   JAP  4.9111e+01  2.9447e+00  3.8496e+00  7.1184e+00  1.0269e+03  8.7194e+01  1.6915e+01  3.4229e+00  1.4529e+00  2.3562e+00  3.9405e+00  3.9766e+01  4.3435e+00  1.7238e+01  3.3456e+00  3.8032e+00
   EAA  1.0929e+03  6.2443e+01  9.5029e+01  1.1784e+02  4.9817e+02  8.9308e+03  3.3457e+02  8.6489e+01  3.5608e+01  4.3926e+01  9.9554e+01  9.9304e+02  1.1552e+02  2.6868e+02  8.3308e+01  1.0929e+02
   SEA  1.1302e+02  6.6972e+00  9.6084e+00  3.6023e+01  5.8786e+01  1.8279e+02  7.7934e+02  1.5403e+01  9.9898e+00  4.1816e+00  9.7094e+00  1.4110e+02  1.7380e+01  3.7937e+01  1.0739e+01  1.2239e+01
   IND  7.5379e+01  3.5022e+00  6.4547e+00  1.2500e+01  1.7278e+01  7.1403e+01  3.0719e+01  1.8054e+03  2.2051e+01  4.7457e+00  7.3927e+00  1.0823e+02  1.1075e+01  7.6262e+01  2.8024e+01  9.5871e+00
   SOA  7.2259e+00  2.7389e-01  6.5683e-01  9.2262e-01  1.9851e+00  8.6652e+00  3.2404e+00  5.0811e+00  1.9922e+02  3.9815e-01  5.6661e-01  1.1544e+01  1.0988e+00  5.1802e+00  9.4475e-01  1.0335e+00
   BRA  3.7244e+01  2.8794e+00  2.1986e+00  1.2802e+00  5.0313e+00  2.0726e+01  4.0453e+00  1.5726e+00  6.5270e-01  2.9997e+02  1.5342e+01  2.7950e+01  3.6999e+00  8.1941e+00  5.3541e+00  3.3493e+00
   LAM  1.5993e+02  1.2468e+01  1.0363e+01  4.1942e+00  1.3086e+01  4.6188e+01  8.3298e+00  3.4135e+00  1.4818e+00  2.3616e+01  6.6267e+02  7.6247e+01  8.0703e+00  1.2047e+01  5.6962e+00  8.1387e+00
   WEU  2.4400e+02  1.1767e+01  2.0735e+01  1.9229e+01  4.4029e+01  1.4748e+02  3.9333e+01  1.9152e+01  8.8705e+00  1.4640e+01  2.6296e+01  3.0240e+03  1.0059e+02  9.8084e+01  4.4778e+01  3.9639e+01
   REU  6.3592e+01  3.2345e+00  6.0992e+00  6.0328e+00  1.3832e+01  5.3688e+01  1.5957e+01  6.6483e+00  2.7909e+00  5.1669e+00  8.3661e+00  2.7999e+02  1.0962e+03  4.6392e+01  9.4352e+00  5.1032e+01
   MNA  1.7388e+02  8.6244e+00  1.2830e+01  1.9674e+01  1.1609e+02  2.6717e+02  5.9714e+01  6.8631e+01  4.6887e+01  1.5435e+01  1.6512e+01  3.1590e+02  3.9021e+01  1.8468e+03  4.0251e+01  3.7184e+01
   AFR  2.9688e+01  1.7464e+00  2.7470e+00  3.7194e+00  9.8363e+00  2.7958e+01  7.6045e+00  1.0191e+01  1.5093e+00  4.3971e+00  2.9158e+00  6.6791e+01  6.7295e+00  1.5740e+01  4.7686e+02  4.9783e+00
   RUS  1.7883e+02  8.9511e+00  1.3173e+01  1.1269e+01  4.9451e+01  2.1613e+02  3.8204e+01  2.3004e+01  9.2767e+00  1.4077e+01  2.7314e+01  4.4037e+02  1.3427e+02  1.1464e+02  1.5017e+01  2.6305e+03

    16         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   USA  5.8885e+03  9.1046e+01  1.1177e+02  2.7839e+01  8.0229e+01  2.5253e+02  5.3537e+01  1.5871e+01  7.9244e+00  1.7174e+01  7.1936e+01  2.5682e+02  2.6517e+01  5.7269e+01  2.3307e+01  1.9990e+01
   MEX  6.7883e+01  3.6404e+02  2.8788e+00  6.5319e-01  3.9373e+00  1.7504e+01  3.3741e+00  1.2094e+00  3.3966e-01  1.9428e+00  4.1836e+00  1.5426e+01  1.5867e+00  2.0517e+00  8.8414e-01  6.8400e-01
   CAN  1.7956e+02  5.0980e+00  4.3151e+02  2.6626e+00  8.4454e+00  3.1185e+01  5.6512e+00  2.2109e+00  1.1085e+00  1.9463e+00  5.9789e+00  3.5516e+01  4.1258e+00  6.3652e+00  2.5630e+00  2.5779e+00
   OCN  2.3257e+01  1.0947e+00  2.3283e+00  4.0097e+02  1.8151e+01  4.2038e+01  1.1233e+01  1.4339e+01  1.4782e+00  9.6812e-01  2.0088e+00  2.9700e+01  2.8678e+00  8.1924e+00  2.9041e+00  1.9414e+00
   JAP  4.9157e+01  2.9487e+00  3.8564e+00  7.1696e+00  1.0275e+03  8.9555e+01  1.6982e+01  3.5014e+00  1.4708e+00  2.3579e+00  3.9542e+00  3.9637e+01  4.3736e+00  1.7395e+01  3.3650e+00  3.8524e+00
   EAA  1.1389e+03  6.5107e+01  9.9074e+01  1.2309e+02  5.0890e+02  9.3519e+03  3.4781e+02  9.1651e+01  3.7332e+01  4.5256e+01  1.0352e+02  1.0295e+03  1.2088e+02  2.8018e+02  8.6993e+01  1.1480e+02
   SEA  1.1576e+02  6.8533e+00  9.8338e+00  3.6834e+01  5.9064e+01  1.9169e+02  7.9868e+02  1.5997e+01  1.0265e+01  4.2568e+00  9.9301e+00  1.4344e+02  1.7826e+01  3.8949e+01  1.1010e+01  1.2640e+01
   IND  7.8181e+01  3.6344e+00  6.7004e+00  1.2901e+01  1.7657e+01  7.5888e+01  3.1799e+01  1.8720e+03  2.2840e+01  4.8690e+00  7.6678e+00  1.1154e+02  1.1548e+01  7.9133e+01  2.8870e+01  1.0016e+01
   SOA  7.4636e+00  2.8231e-01  6.7813e-01  9.5255e-01  2.0144e+00  9.1775e+00  3.3455e+00  5.3331e+00  2.0657e+02  4.0791e-01  5.8434e-01  1.1848e+01  1.1355e+00  5.3475e+00  9.7959e-01  1.0739e+00
   BRA  3.7429e+01  2.8695e+00  2.1979e+00  1.2999e+00  5.0402e+00  2.2009e+01  4.1433e+00  1.6084e+00  6.6760e-01  3.0310e+02  1.5339e+01  2.7899e+01  3.7370e+00  8.3291e+00  5.4299e+00  3.4200e+00
   LAM  1.6243e+02  1.2646e+01  1.0496e+01  4.3074e+00  1.3168e+01  4.8652e+01  8.5661e+00  3.5425e+00  1.5280e+00  2.4034e+01  6.7481e+02  7.6937e+01  8.2332e+00  1.2338e+01  5.8294e+00  8.3892e+00
   WEU  2.4568e+02  1.1795e+01  2.0835e+01  1.9450e+01  4.3859e+01  1.5347e+02  3.9952e+01  1.9598e+01  9.0561e+00  1.4687e+01  2.6434e+01  3.0293e+03  1.0114e+02  9.9413e+01  4.5449e+01  4.0146e+01
   REU  6.4330e+01  3.2655e+00  6.1514e+00  6.1432e+00  1.3855e+01  5.6215e+01  1.6394e+01  6.8411e+00  2.8572e+00  5.2140e+00  8.4547e+00  2.8114e+02  1.1149e+03  4.7344e+01  9.5851e+00  5.2055e+01
   MNA  1.7659e+02  8.7420e+00  1.3046e+01  2.0145e+01  1.1620e+02  2.8048e+02  6.1214e+01  7.0994e+01  4.8202e+01  1.5535e+01  1.6800e+01  3.1811e+02  3.9768e+01  1.8882e+03  4.0887e+01  3.8202e+01
   AFR  2.9801e+01  1.7561e+00  2.7566e+00  3.7709e+00  9.7659e+00  2.9085e+01  7.7336e+00  1.0472e+01  1.5451e+00  4.4215e+00  2.9340e+00  6.6722e+01  6.7990e+00  1.5965e+01  4.8480e+02  5.0786e+00
   RUS  1.8347e+02  9.1884e+00  1.3495e+01  1.1640e+01  5.0179e+01  2.2881e+02  3.9449e+01  2.4044e+01  9.6179e+00  1.4342e+01  2.7941e+01  4.4698e+02  1.3715e+02  1.1821e+02  1.5425e+01  2.6950e+03

    17         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   USA  5.9370e+03  9.1152e+01  1.1158e+02  2.8388e+01  8.0295e+01  2.6318e+02  5.4772e+01  1.6287e+01  8.1017e+00  1.7248e+01  7.2610e+01  2.5629e+02  2.6863e+01  5.8043e+01  2.3546e+01  2.0313e+01
   MEX  6.8793e+01  3.6871e+02  2.8899e+00  6.6646e-01  3.9391e+00  1.8346e+01  3.4516e+00  1.2862e+00  3.4985e-01  1.9524e+00  4.2382e+00  1.5476e+01  1.6125e+00  2.0920e+00  8.9673e-01  6.9811e-01
   CAN  1.8137e+02  5.1262e+00  4.3712e+02  2.7081e+00  8.4304e+00  3.2685e+01  5.7643e+00  2.2814e+00  1.1360e+00  1.9652e+00  6.0435e+00  3.5582e+01  4.1889e+00  6.4684e+00  2.6020e+00  2.6332e+00
   OCN  2.3552e+01  1.1088e+00  2.3480e+00  4.0921e+02  1.7855e+01  4.3919e+01  1.1390e+01  1.4709e+01  1.5128e+00  9.7629e-01  2.0351e+00  2.9779e+01  2.9163e+00  8.3166e+00  2.9347e+00  1.9841e+00
   JAP  4.9184e+01  2.9489e+00  3.8521e+00  7.2098e+00  1.0260e+03  9.2053e+01  1.7045e+01  3.5783e+00  1.4873e+00  2.3584e+00  3.9689e+00  3.9427e+01  4.4063e+00  1.7542e+01  3.3781e+00  3.8901e+00
   EAA  1.1888e+03  6.7931e+01  1.0321e+02  1.2858e+02  5.1934e+02  9.8091e+03  3.6208e+02  9.7141e+01  3.9151e+01  4.6665e+01  1.0788e+02  1.0674e+03  1.2682e+02  2.9250e+02  9.0832e+01  1.2045e+02
   SEA  1.1873e+02  7.0153e+00  1.0055e+01  3.7648e+01  5.9262e+01  2.0142e+02  8.1924e+02  1.6624e+01  1.0544e+01  4.3359e+00  1.0172e+01  1.4573e+02  1.8315e+01  4.0011e+01  1.1281e+01  1.3025e+01
   IND  8.1115e+01  3.7695e+00  6.9424e+00  1.3309e+01  1.8008e+01  8.0760e+01  3.2941e+01  1.9401e+03  2.3642e+01  4.9965e+00  7.9638e+00  1.1480e+02  1.2054e+01  8.2113e+01  2.9697e+01  1.0433e+01
   SOA  7.7104e+00  2.9082e-01  6.9865e-01  9.8310e-01  2.0405e+00  9.7376e+00  3.4582e+00  5.5964e+00  2.1421e+02  4.1839e-01  6.0321e-01  1.2142e+01  1.1750e+00  5.5209e+00  1.0144e+00  1.1130e+00
   BRA  3.7625e+01  2.8534e+00  2.1929e+00  1.3189e+00  5.0440e+00  2.3366e+01  4.2430e+00  1.6432e+00  6.8373e-01  3.0612e+02  1.5326e+01  2.7819e+01  3.7825e+00  8.4856e+00  5.4953e+00  3.5346e+00
   LAM  1.6479e+02  1.2794e+01  1.0595e+01  4.4106e+00  1.3204e+01  5.1236e+01  8.7982e+00  3.6664e+00  1.5733e+00  2.4402e+01  6.8734e+02  7.7380e+01  8.3913e+00  1.2635e+01  5.9473e+00  8.6223e+00
   WEU  2.4783e+02  1.1824e+01  2.0921e+01  1.9663e+01  4.3624e+01  1.5997e+02  4.0632e+01  2.0040e+01  9.2444e+00  1.4745e+01  2.6615e+01  3.0302e+03  1.0176e+02  1.0078e+02  4.6097e+01  4.0540e+01
   REU  6.5312e+01  3.3046e+00  6.2116e+00  6.2675e+00  1.3893e+01  5.9138e+01  1.6945e+01  7.0529e+00  2.9305e+00  5.2789e+00  8.5782e+00  2.8269e+02  1.1364e+03  4.8437e+01  9.7477e+00  5.3020e+01
   MNA  1.7961e+02  8.8664e+00  1.3257e+01  2.0628e+01  1.1609e+02  2.9514e+02  6.2842e+01  7.3406e+01  4.9531e+01  1.5640e+01  1.7122e+01  3.1980e+02  4.0575e+01  1.9302e+03  4.1464e+01  3.9144e+01
   AFR  2.9904e+01  1.7630e+00  2.7581e+00  3.8125e+00  9.6628e+00  3.0259e+01  7.8568e+00  1.0743e+01  1.5793e+00  4.4455e+00  2.9516e+00  6.6419e+01  6.8633e+00  1.6172e+01  4.9178e+02  5.1566e+00
   RUS  1.8830e+02  9.4243e+00  1.3793e+01  1.2000e+01  5.0674e+01  2.4197e+02  4.0738e+01  2.5026e+01  9.9010e+00  1.4603e+01  2.8649e+01  4.5234e+02  1.3969e+02  1.2164e+02  1.5800e+01  2.7463e+03

    18         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   USA  5.9752e+03  9.1255e+01  1.1130e+02  2.8910e+01  8.0371e+01  2.7287e+02  5.5997e+01  1.6682e+01  8.2529e+00  1.7310e+01  7.3248e+01  2.5572e+02  2.7175e+01  5.8749e+01  2.3799e+01  2.0620e+01
   MEX  6.9658e+01  3.7355e+02  2.9034e+00  6.7945e-01  3.9468e+00  1.9135e+01  3.5285e+00  1.3640e+00  3.5897e-01  1.9616e+00  4.2932e+00  1.5533e+01  1.6365e+00  2.1315e+00  9.1024e-01  7.1239e-01
   CAN  1.8293e+02  5.1569e+00  4.4266e+02  2.7527e+00  8.4332e+00  3.4128e+01  5.8771e+00  2.3517e+00  1.1620e+00  1.9831e+00  6.1084e+00  3.5649e+01  4.2462e+00  6.5678e+00  2.6436e+00  2.6887e+00
   OCN  2.3805e+01  1.1224e+00  2.3661e+00  4.1736e+02  1.7586e+01  4.5684e+01  1.1542e+01  1.5048e+01  1.5450e+00  9.8420e-01  2.0597e+00  2.9846e+01  2.9592e+00  8.4254e+00  2.9649e+00  2.0252e+00
   JAP  4.9242e+01  2.9552e+00  3.8544e+00  7.2572e+00  1.0260e+03  9.4298e+01  1.7129e+01  3.6569e+00  1.5017e+00  2.3615e+00  3.9880e+00  3.9279e+01  4.4380e+00  1.7695e+01  3.3984e+00  3.9320e+00
   EAA  1.2347e+03  7.0634e+01  1.0712e+02  1.3379e+02  5.2890e+02  1.0230e+04  3.7570e+02  1.0251e+02  4.0787e+01  4.8005e+01  1.1203e+02  1.1024e+03  1.3233e+02  3.0406e+02  9.4565e+01  1.2587e+02
   SEA  1.2170e+02  7.1874e+00  1.0285e+01  3.8485e+01  5.9579e+01  2.1071e+02  8.4031e+02  1.7262e+01  1.0802e+01  4.4188e+00  1.0423e+01  1.4816e+02  1.8802e+01  4.1085e+01  1.1574e+01  1.3428e+01
   IND  8.4004e+01  3.9086e+00  7.1867e+00  1.3713e+01  1.8369e+01  8.5466e+01  3.4090e+01  2.0083e+03  2.4381e+01  5.1253e+00  8.2632e+00  1.1808e+02  1.2554e+01  8.5087e+01  3.0567e+01  1.0861e+01
   SOA  7.9770e+00  3.0077e-01  7.2185e-01  1.0188e+00  2.0776e+00  1.0314e+01  3.5841e+00  5.9114e+00  2.2215e+02  4.3363e-01  6.2513e-01  1.2480e+01  1.2194e+00  5.7127e+00  1.0565e+00  1.1574e+00
   BRA  3.7785e+01  2.8379e+00  2.1884e+00  1.3384e+00  5.0550e+00  2.4768e+01  4.3449e+00  1.6774e+00  6.9991e-01  3.0912e+02  1.5302e+01  2.7719e+01  3.8158e+00  8.6208e+00  5.5640e+00  3.6131e+00
   LAM  1.6691e+02  1.2946e+01  1.0691e+01  4.5107e+00  1.3245e+01  5.3686e+01  9.0257e+00  3.7881e+00  1.6154e+00  2.4761e+01  6.9981e+02  7.7833e+01  8.5377e+00  1.2923e+01  6.0704e+00  8.8560e+00
   WEU  2.4971e+02  1.1862e+01  2.1007e+01  1.9876e+01  4.3442e+01  1.6600e+02  4.1305e+01  2.0478e+01  9.4099e+00  1.4803e+01  2.6797e+01  3.0334e+03  1.0232e+02  1.0212e+02  4.6796e+01  4.0962e+01
   REU  6.6140e+01  3.3414e+00  6.2634e+00  6.3826e+00  1.3923e+01  6.1828e+01  1.7468e+01  7.2528e+00  2.9932e+00  5.3364e+00  8.6900e+00  2.8402e+02  1.1562e+03  4.9449e+01  9.9097e+00  5.3971e+01
   MNA  1.8254e+02  8.9991e+00  1.3474e+01  2.1111e+01  1.1610e+02  3.0869e+02  6.4468e+01  7.5849e+01  5.0751e+01  1.5755e+01  1.7450e+01  3.2193e+02  4.1372e+01  1.9725e+03  4.2125e+01  4.0132e+01
