     0         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   NUC  9.6502e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   HYD  3.1101e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   CFP  1.7648e+03  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   BGA  2.1548e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   PGA  1.2647e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   POI  1.5020e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   TRN  8.6751e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   TRL  1.1100e+03  1.1083e+02  8.6192e+01  4.9974e+01  2.6836e+02  5.2450e+02  1.8181e+02  1.2538e+02  3.4324e+01  1.1225e+02  1.6174e+02  8.1618e+02  2.1589e+02  2.8794e+02  9.9025e+01  2.9659e+02
   TRA  5.8388e+02  7.9863e-01  3.5897e+01  5.8055e+01  2.4804e+01  9.7828e+01  7.6961e+01  7.7836e+00  4.5776e+00  1.7651e+01  2.9211e+01  2.0843e+02  3.1773e+01  3.5669e+01  2.4784e+01  4.6505e+01
   TRS  6.2806e+01  2.4298e+00  1.1901e+01  7.1689e+00  4.4296e+01  2.7068e+02  7.4741e+01  3.2093e+01  5.0073e+00  1.5643e+01  1.7690e+01  2.0538e+02  2.6338e+01  6.5500e+01  1.1278e+01  2.4190e+01
   OTS  2.5807e+03  3.4201e+01  2.1560e+02  2.0881e+02  6.7809e+02  2.4373e+03  3.3487e+02  2.7392e+02  5.3239e+01  1.0904e+02  1.8811e+02  1.9393e+03  4.3043e+02  4.4068e+02  1.9775e+02  4.7541e+02
   GOV  9.1508e+02  1.1393e+01  7.7941e+01  3.8198e+01  2.4502e+02  4.5832e+02  6.5325e+01  2.4124e+01  1.1455e+01  2.0491e+01  3.9953e+01  4.4471e+02  9.3208e+01  1.2348e+02  4.3957e+01  1.6802e+02
   INV  9.6897e+02  8.6083e+01  8.2907e+01  8.1663e+01  3.2143e+02  1.1950e+03  1.4422e+02  1.8619e+02  2.5987e+01  4.7620e+01  8.9828e+01  7.3583e+02  1.4993e+02  2.3376e+02  7.6966e+01  1.6612e+02
 AGF_I  2.0013e+01  5.1338e+00  5.2759e+00  1.5038e+00  2.2643e+01  2.9665e+01  1.0801e+01  1.7805e+00  3.4493e+00  1.2747e+00  6.5237e+00  8.1668e+01  1.1862e+01  1.9101e+01  4.3908e+00  8.6434e+00
 OIL_I  7.7232e+01  0.0000e+00  3.0376e+00  2.4747e+00  2.4806e+01  3.6709e+01  1.4585e+01  1.2749e+01  1.4615e+00  2.3332e+00  6.6198e+00  8.2085e+01  2.5121e+01  5.0832e+00  3.2012e+00  7.0587e-01
 GAS_I  2.9521e+01  1.2747e+00  6.7870e-01  2.7638e-02  1.3143e+01  6.3197e+00  3.0765e+00  0.0000e+00  0.0000e+00  2.0067e+00  2.6496e+00  3.7274e+01  1.7793e+01  5.1440e+00  1.1445e-02  3.6106e+00
 COL_I  8.5552e-01  1.3534e-01  5.0090e-01  2.6645e-02  1.0614e+01  1.0576e+01  1.1418e+00  1.4613e+00  3.3043e-01  9.6945e-01  3.7739e-01  1.3718e+01  3.6953e+00  3.1518e+00  1.1980e-01  2.1588e+00
 PTL_I  3.9396e+02  5.0554e+01  4.2479e+01  4.2613e+01  1.7477e+02  2.5809e+02  1.9468e+02  2.8707e+01  4.0184e+01  3.7250e+01  1.0526e+02  6.7417e+02  1.2879e+02  1.3701e+02  8.7613e+01  1.9426e+01
 MAN_I  9.2515e+02  8.8520e+01  1.4068e+02  8.4208e+01  2.9934e+02  6.3661e+02  3.0253e+02  4.2903e+01  2.8258e+01  2.6035e+01  9.4333e+01  1.3835e+03  2.2825e+02  2.4038e+02  8.7579e+01  8.1586e+01
 CHM_I  2.1566e+02  3.7921e+01  4.6820e+01  2.8566e+01  7.4481e+01  3.0425e+02  1.1567e+02  2.5002e+01  1.5722e+01  2.3987e+01  4.6487e+01  4.9956e+02  9.8027e+01  8.8787e+01  3.4491e+01  2.7644e+01
 CEM_I  4.1847e+01  3.8599e+00  7.1060e+00  5.8382e+00  1.4550e+01  2.5656e+01  1.4681e+01  1.9749e+00  3.1165e+00  1.2177e+00  4.9900e+00  6.2714e+01  1.5306e+01  1.8103e+01  7.2444e+00  6.5938e+00
 STL_I  5.8089e+01  7.6383e+00  1.1982e+01  6.1344e+00  1.7174e+01  1.1295e+02  4.9480e+01  9.0789e+00  4.0903e+00  1.3321e+00  1.1207e+01  1.5695e+02  3.6414e+01  6.6661e+01  1.0712e+01  1.3151e+01
 NFM_I  5.4192e+01  4.9727e+00  1.1274e+01  7.5445e+00  3.7208e+01  9.2314e+01  3.3669e+01  2.6828e+01  2.6152e+00  2.3912e+00  3.4569e+00  1.5015e+02  1.7653e+01  3.6090e+01  6.0158e+00  4.7822e+00
 ELC_I  9.1547e+00  0.0000e+00  8.7257e+00  2.1210e-01  0.0000e+00  4.9178e+00  1.4579e+00  6.6127e-01  1.3673e-01  1.3755e+01  4.0816e+00  7.2343e+01  3.3069e+01  3.2256e+00  9.9844e+00  1.5833e+01
 TRL_I  6.8909e+01  2.6296e+00  6.5883e+00  6.6711e+00  1.7485e+01  3.1351e+01  1.4341e+01  1.7742e+00  9.9664e-01  1.4437e+00  6.8565e+00  1.5235e+02  1.7487e+01  1.4176e+01  4.7722e+00  1.2025e+01
 TRA_I  4.7347e+01  4.4322e+00  9.7661e+00  9.5025e+00  2.7335e+01  2.3011e+01  9.9791e+00  8.4456e-01  5.3753e+00  3.0549e+00  9.7222e+00  1.2676e+02  1.0839e+01  1.1114e+01  5.7321e+00  4.2259e+00
 TRS_I  5.3273e+00  2.4753e-01  1.5948e+00  2.4529e+00  1.4446e+01  1.1068e+01  6.7753e+00  4.3141e+00  8.5827e-01  2.2187e+00  3.4123e+00  6.2160e+01  3.8324e+00  5.0157e+00  1.2602e+00  1.3545e+00
 OTS_I  5.9484e+01  4.2027e+00  1.2662e+01  7.1444e+00  3.4566e+01  5.2610e+01  2.3687e+01  5.2033e+00  1.6575e+00  4.1363e+00  8.3170e+00  2.1137e+02  2.6395e+01  1.6833e+01  7.9203e+00  9.7814e+00
 GOV_I  1.1708e+01  6.5891e-01  1.3260e+00  8.4678e-01  3.5240e+00  3.2410e+00  1.4576e+00  2.9024e-01  2.0131e-01  4.3992e-01  1.0456e+00  1.4914e+01  1.8007e+00  5.8398e+00  9.5212e-01  1.0996e+00
 INV_H  4.7525e+01
 TRL_H  1.6502e+02
 TRA_H  9.4544e+01
 TRS_H  3.5886e+02

     6         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   LND  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   LAB  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   CAP  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   NAT  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   AGF  2.3378e+02  3.0872e+01  3.5661e+01  3.6097e+01  7.1019e+01  5.9050e+02  7.2062e+01  1.7812e+02  2.8529e+01  6.1416e+01  7.1212e+01  2.0390e+02  1.3147e+02  1.3166e+02  5.1412e+01  1.7034e+02
   OIL  4.2601e+01  2.9836e+01  2.1807e+01  5.6480e+00  2.1661e-02  9.6906e+01  1.2526e+01  4.6982e+00  4.6003e-01  1.2756e+01  3.2024e+01  2.0505e+01  4.7954e+00  1.2885e+02  2.0542e+01  1.2745e+02
   GAS  1.0308e+02  2.5106e+01  4.2086e+01  9.4697e+00  1.5129e-01  9.1743e+01  1.8823e+01  6.3675e+00  1.3750e+00  8.2204e+00  2.9410e+01  3.5956e+01  1.4631e+01  5.9893e+01  2.6196e+01  1.1197e+02
   COL  2.3645e+01  1.8451e-03  1.5726e+00  8.5853e+00  6.8994e-03  1.8758e+02  2.7050e+00  3.8960e+00  5.0657e-02  4.6297e-02  1.2457e+00  4.7000e+00  1.6840e+01  7.3152e-01  1.0935e+01  2.4270e+01
   PTL  3.5050e+03  3.0830e+02  3.7313e+02  1.7137e+02  1.0281e+03  2.8874e+03  6.7709e+02  5.5112e+02  5.4966e+01  3.8051e+02  6.1231e+02  2.9593e+03  7.3641e+02  1.6178e+03  2.4715e+02  1.0120e+03
   MAN  2.0665e+03  2.1531e+02  2.3706e+02  1.5188e+02  8.1069e+02  3.9623e+03  6.5267e+02  4.8050e+02  6.7001e+01  1.8087e+02  2.1791e+02  2.2269e+03  5.8295e+02  4.7504e+02  2.0494e+02  3.6257e+02
   CHM  8.5464e+02  6.4872e+01  8.1305e+01  3.0841e+01  4.0081e+02  1.6513e+03  2.0807e+02  1.9819e+02  1.1069e+01  9.0768e+01  8.8510e+01  7.9041e+02  1.7286e+02  2.3233e+02  7.2153e+01  1.6333e+02
   CEM  1.4679e+02  1.8851e+01  1.2218e+01  1.5901e+01  5.5838e+01  6.5594e+02  9.4373e+01  5.6221e+01  2.0690e+01  2.3786e+01  3.0779e+01  2.0139e+02  7.5268e+01  6.2069e+01  2.3869e+01  6.1340e+01
   STL  1.6962e+02  2.6071e+01  2.3897e+01  2.5099e+01  1.8552e+02  1.0121e+03  4.8000e+01  1.1037e+02  3.9997e+00  5.5875e+01  4.6145e+01  2.2448e+02  1.2686e+02  8.6537e+01  5.3572e+01  1.7076e+02
   NFM  1.3141e+02  6.8446e+00  3.2740e+01  7.2129e+01  5.0521e+01  3.0985e+02  2.5794e+01  4.2318e+01  4.5001e+00  1.9133e+01  3.1747e+01  1.3062e+02  3.9951e+01  4.7832e+01  3.7437e+01  1.2972e+02
   ELC  2.1457e+03  1.3953e+02  1.3691e+02  2.1858e+02  4.4906e+02  2.9191e+03  3.0729e+02  7.0569e+02  6.0865e+01  3.8377e+01  1.8967e+02  1.1257e+03  6.6207e+02  6.7456e+02  2.7103e+02  1.1004e+03
   WND  1.5115e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   SLR  3.5322e-03  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   NUC  9.3860e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   HYD  3.0270e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   CFP  1.7208e+03  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   BGA  2.1026e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   PGA  1.2340e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   POI  1.4633e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   TRN  8.2285e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   TRL  1.0887e+03  1.0866e+02  8.5224e+01  4.9622e+01  2.6492e+02  5.1085e+02  1.8003e+02  1.2303e+02  3.3925e+01  1.1267e+02  1.6067e+02  8.0459e+02  2.1241e+02  2.8653e+02  9.7954e+01  2.9169e+02
   TRA  5.7174e+02  7.8895e-01  3.5484e+01  5.7662e+01  2.4508e+01  9.5462e+01  7.6300e+01  7.6374e+00  4.5236e+00  1.7714e+01  2.9009e+01  2.0531e+02  3.1225e+01  3.5504e+01  2.4514e+01  4.5707e+01
   TRS  6.1602e+01  2.3882e+00  1.1767e+01  7.1045e+00  4.3768e+01  2.6376e+02  7.4023e+01  3.1490e+01  4.9491e+00  1.5700e+01  1.7552e+01  2.0257e+02  2.5911e+01  6.5281e+01  1.1157e+01  2.3783e+01
   OTS  2.5221e+03  3.3745e+01  2.1329e+02  2.0742e+02  6.7163e+02  2.3825e+03  3.3209e+02  2.6879e+02  5.2657e+01  1.0916e+02  1.8686e+02  1.9237e+03  4.2532e+02  4.3845e+02  1.9596e+02  4.6742e+02
   GOV  8.9237e+02  1.1283e+01  7.7126e+01  3.7966e+01  2.4247e+02  4.4801e+02  6.4617e+01  2.3679e+01  1.1343e+01  2.0513e+01  3.9719e+01  4.4113e+02  9.2070e+01  1.2291e+02  4.3551e+01  1.6656e+02
   INV  9.5391e+02  8.4970e+01  8.2128e+01  8.1301e+01  3.1975e+02  1.1727e+03  1.4343e+02  1.8325e+02  2.5775e+01  4.7653e+01  8.9359e+01  7.3308e+02  1.4871e+02  2.3304e+02  7.6451e+01  1.6400e+02
 AGF_I  1.9724e+01  5.0425e+00  5.1775e+00  1.4834e+00  2.2156e+01  2.9172e+01  1.0615e+01  1.7584e+00  3.3807e+00  1.2635e+00  6.4404e+00  8.0683e+01  1.1682e+01  1.8842e+01  4.3291e+00  8.4907e+00
 OIL_I  7.7555e+01  0.0000e+00  3.0405e+00  2.4732e+00  2.4846e+01  3.6818e+01  1.4591e+01  1.2749e+01  1.4638e+00  2.3343e+00  6.6489e+00  8.2620e+01  2.5150e+01  5.1226e+00  3.2040e+00  7.0610e-01
 GAS_I  2.9631e+01  1.2585e+00  6.6664e-01  2.6681e-02  1.3214e+01  6.3571e+00  3.0655e+00  0.0000e+00  0.0000e+00  2.0057e+00  2.6491e+00  3.6396e+01  1.7671e+01  5.1482e+00  1.1061e-02  3.6022e+00
 COL_I  8.4896e-01  1.3447e-01  4.9360e-01  2.6455e-02  1.0481e+01  1.0435e+01  1.1263e+00  1.4459e+00  3.2635e-01  9.6161e-01  3.7480e-01  1.3645e+01  3.6776e+00  3.1219e+00  1.1920e-01  2.1621e+00
 PTL_I  3.9367e+02  5.0503e+01  4.2446e+01  4.2576e+01  1.7451e+02  2.5778e+02  1.9442e+02  2.8686e+01  4.0168e+01  3.7196e+01  1.0513e+02  6.7377e+02  1.2872e+02  1.3691e+02  8.7534e+01  1.9395e+01
 MAN_I  9.2412e+02  8.7990e+01  1.3969e+02  8.4166e+01  2.9761e+02  6.3639e+02  3.0206e+02  4.2897e+01  2.8160e+01  2.6003e+01  9.4090e+01  1.3843e+03  2.2784e+02  2.4035e+02  8.7454e+01  8.1405e+01
 CHM_I  2.1565e+02  3.7362e+01  4.6154e+01  2.8485e+01  7.4220e+01  3.0277e+02  1.1517e+02  2.4876e+01  1.5630e+01  2.3878e+01  4.6222e+01  4.9775e+02  9.8068e+01  8.8587e+01  3.4354e+01  2.7657e+01
 CEM_I  4.1692e+01  3.8287e+00  7.0433e+00  5.8014e+00  1.4364e+01  2.5581e+01  1.4561e+01  1.9621e+00  3.0755e+00  1.2128e+00  4.9646e+00  6.2504e+01  1.5187e+01  1.8032e+01  7.2014e+00  6.5460e+00
 STL_I  5.7786e+01  7.5573e+00  1.1866e+01  6.0888e+00  1.6889e+01  1.1213e+02  4.9084e+01  9.0320e+00  4.0586e+00  1.3239e+00  1.1145e+01  1.5645e+02  3.6193e+01  6.6193e+01  1.0626e+01  1.3045e+01
 NFM_I  5.4279e+01  4.8829e+00  1.1145e+01  7.4848e+00  3.7085e+01  9.2076e+01  3.3573e+01  2.6732e+01  2.6135e+00  2.3908e+00  3.4481e+00  1.5104e+02  1.7766e+01  3.6236e+01  5.9757e+00  4.7983e+00
 ELC_I  9.1008e+00  0.0000e+00  8.4718e+00  2.1144e-01  0.0000e+00  4.8932e+00  1.4543e+00  6.5954e-01  1.3628e-01  1.3701e+01  4.0664e+00  7.2286e+01  3.3009e+01  3.2179e+00  9.9361e+00  1.5780e+01
 TRL_I  6.8086e+01  2.5910e+00  6.4944e+00  6.5834e+00  1.7201e+01  3.0952e+01  1.4151e+01  1.7534e+00  9.8495e-01  1.4267e+00  6.7718e+00  1.5047e+02  1.7270e+01  1.3994e+01  4.7137e+00  1.1903e+01
 TRA_I  4.6758e+01  4.3654e+00  9.6042e+00  9.3696e+00  2.6898e+01  2.2729e+01  9.8486e+00  8.3286e-01  5.3037e+00  3.0137e+00  9.5885e+00  1.2505e+02  1.0692e+01  1.0961e+01  5.6531e+00  4.1677e+00
 TRS_I  5.2584e+00  2.4415e-01  1.5755e+00  2.4238e+00  1.4262e+01  1.0948e+01  6.6966e+00  4.2620e+00  8.4808e-01  2.1939e+00  3.3726e+00  6.1429e+01  3.7867e+00  4.9573e+00  1.2452e+00  1.3383e+00
 OTS_I  5.9461e+01  4.1804e+00  1.2574e+01  7.1258e+00  3.4452e+01  5.2474e+01  2.3662e+01  5.1945e+00  1.6551e+00  4.1326e+00  8.3045e+00  2.1110e+02  2.6356e+01  1.6813e+01  7.9110e+00  9.7610e+00
 GOV_I  1.1681e+01  6.4924e-01  1.3069e+00  8.3858e-01  3.4911e+00  3.2116e+00  1.4450e+00  2.8799e-01  1.9946e-01  4.3567e-01  1.0368e+00  1.4800e+01  1.7865e+00  5.7741e+00  9.4282e-01  1.0901e+00
 INV_H  4.7108e+01
 TRL_H  1.6254e+02
 TRA_H  9.2981e+01
 TRS_H  3.5382e+02

     7         USA         MEX         CAN         OCN         JAP         EAA         SEA         IND         SOA         BRA         LAM         WEU         REU         MNA         AFR         RUS
   LND  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   LAB  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   CAP  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   NAT  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   AGF  2.2994e+02  3.0753e+01  3.5305e+01  3.5868e+01  7.0230e+01  5.8281e+02  7.2028e+01  1.7664e+02  2.8546e+01  6.1434e+01  7.1045e+01  2.0191e+02  1.2966e+02  1.3139e+02  5.0902e+01  1.6772e+02
   OIL  4.2410e+01  2.9796e+01  2.1794e+01  5.6660e+00  2.1527e-02  9.7419e+01  1.2555e+01  4.7000e+00  4.6172e-01  1.2814e+01  3.2103e+01  2.0520e+01  4.8041e+00  1.2944e+02  2.0534e+01  1.2756e+02
   GAS  1.0228e+02  2.5065e+01  4.2098e+01  9.4758e+00  1.5031e-01  9.1319e+01  1.8844e+01  6.3779e+00  1.3722e+00  8.2244e+00  2.9423e+01  3.5960e+01  1.4591e+01  5.9951e+01  2.6277e+01  1.1190e+02
   COL  2.3285e+01  1.8338e-03  1.5718e+00  8.6025e+00  6.8508e-03  1.8782e+02  2.7074e+00  3.8947e+00  5.0827e-02  4.6618e-02  1.2477e+00  4.6951e+00  1.6840e+01  7.3447e-01  1.0919e+01  2.4382e+01
   PTL  3.5020e+03  3.0821e+02  3.7291e+02  1.7123e+02  1.0272e+03  2.8766e+03  6.7699e+02  5.5060e+02  5.4921e+01  3.8042e+02  6.1206e+02  2.9591e+03  7.3587e+02  1.6174e+03  2.4710e+02  1.0098e+03
   MAN  2.0270e+03  2.1294e+02  2.3461e+02  1.5094e+02  8.0442e+02  3.8814e+03  6.4819e+02  4.7240e+02  6.6501e+01  1.8104e+02  2.1665e+02  2.2132e+03  5.7646e+02  4.7298e+02  2.0308e+02  3.5790e+02
   CHM  8.3500e+02  6.3892e+01  8.0307e+01  3.0658e+01  3.9578e+02  1.6104e+03  2.0627e+02  1.9433e+02  1.0921e+01  9.0818e+01  8.7902e+01  7.8212e+02  1.7022e+02  2.3147e+02  7.1507e+01  1.6059e+02
   CEM  1.4365e+02  1.8564e+01  1.2082e+01  1.5777e+01  5.5141e+01  6.3761e+02  9.3337e+01  5.4953e+01  2.0356e+01  2.3830e+01  3.0563e+01  1.9898e+02  7.4115e+01  6.1771e+01  2.3638e+01  6.0445e+01
   STL  1.6557e+02  2.5652e+01  2.3639e+01  2.4901e+01  1.8307e+02  9.8534e+02  4.7548e+01  1.0801e+02  3.9551e+00  5.5996e+01  4.5836e+01  2.2206e+02  1.2462e+02  8.6152e+01  5.3031e+01  1.6772e+02
   NFM  1.2804e+02  6.7480e+00  3.2312e+01  7.1486e+01  5.0238e+01  3.0255e+02  2.5589e+01  4.1477e+01  4.4542e+00  1.9185e+01  3.1526e+01  1.2982e+02  3.9398e+01  4.7686e+01  3.7094e+01  1.2737e+02
   ELC  2.0704e+03  1.3938e+02  1.3623e+02  2.1711e+02  4.4680e+02  2.8905e+03  3.0651e+02  6.9983e+02  6.0721e+01  3.8302e+01  1.8901e+02  1.1231e+03  6.6039e+02  6.7318e+02  2.7043e+02  1.0975e+03
   WND  1.4685e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   SLR  3.4523e-03  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   NUC  9.1309e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   HYD  2.9466e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   CFP  1.6778e+03  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   BGA  2.0517e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   PGA  1.2039e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   POI  1.4257e+02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   TRN  7.8029e+01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   TRL  1.0678e+03  1.0651e+02  8.4279e+01  4.9281e+01  2.6151e+02  4.9753e+02  1.7819e+02  1.2071e+02  3.3472e+01  1.1311e+02  1.5964e+02  7.9306e+02  2.0894e+02  2.8512e+02  9.6904e+01  2.8700e+02
   TRA  5.5986e+02  7.7810e-01  3.5081e+01  5.7280e+01  2.4213e+01  9.3144e+01  7.5613e+01  7.4931e+00  4.4622e+00  1.7779e+01  2.8811e+01  2.0222e+02  3.0683e+01  3.5339e+01  2.4248e+01  4.4942e+01
   TRS  6.0422e+01  2.3452e+00  1.1635e+01  7.0412e+00  4.3240e+01  2.5700e+02  7.3285e+01  3.0895e+01  4.8827e+00  1.5758e+01  1.7416e+01  1.9976e+02  2.5486e+01  6.5062e+01  1.1037e+01  2.3394e+01
